,Intent,Query,Param
10859,PlayMusic,play a 1994 tune by lena horne,1994 tune lena horne
10860,PlayMusic,play music by francis healy,francis healy
10861,GetWeather,what will the weather be in norway at sunset,norway sunset
10862,SEND_MESSAGE,Send a message to Holland Bakery that I will be picking up my order in one hour.,[SL:RECIPIENT Holland Bakery ] that [SL:CONTENT_EXACT I will be picking up my order in one hour ] . 
10863,SEND_MESSAGE,Message Russell that Vanessa will meet him at the Ayers Hotel lobby around noon.,[SL:RECIPIENT Russell ] that [SL:CONTENT_EXACT Vanessa will meet him at the Ayers Hotel lobby around noon ] . 
10864,SEND_MESSAGE,MESSAGE TINA AND LET HER KNOW IT WILL TAKE ONE HOUR TO GET FROM HER HOUSE TO MINE,[SL:RECIPIENT TINA ] AND LET HER KNOW [SL:CONTENT_EXACT IT WILL TAKE ONE HOUR TO GET FROM HER HOUSE TO MINE ] 
10865,GetWeather,tell me the weather forecast for mokena,mokena
10866,SEND_MESSAGE,Send a message to Frank that the tractor he is getting is about 15 minutes from his location,[SL:RECIPIENT Frank ] that [SL:CONTENT_EXACT the tractor he is getting is about 15 minutes from his location ] 
10867,GET_MESSAGE,can you show me chat requests,
10868,GET_MESSAGE,can you shew maine chat requests,
10869,SEND_MESSAGE,Please text Nicole to meet me outside her office in 20 minutes,[SL:RECIPIENT Nicole ] to [SL:CONTENT_EXACT meet me outside her office in 20 minutes ] 
10870,SEND_MESSAGE,Send a message to my husband and ask him how late he thinks he’ll be,[SL:RECIPIENT 
10871,SEND_MESSAGE,Ask Laura when we should arrive for the conference and where to meet.,[SL:RECIPIENT Laura ] [SL:CONTENT_EXACT when we should arrive for the conference and where to meet ] . 
10872,SEARCH,sequel to a christmas story it runs in the family,NONE
10873,SEARCH,who is considered the father of modern cosmology,NONE
10874,SEARCH,where did the battle of corinth take place,NONE
10875,GET_MESSAGE,Check if Martine has answered me in the last hour,[SL:SENDER Martine ] has answered [SL:RECIPIENT me ] [SL:DATE_TIME in the last hour ] 
10876,GET_MESSAGE,Check if Martine has answer me in the terminal hour,[SL:SENDER Martine ] has answered [SL:RECIPIENT me ] [SL:DATE_TIME in the last hour ] 
10877,SEARCH,what was the score of the georgia alabama game last year,NONE
10878,GetWeather,is there a snowstorm in the forecast for saint helena,snowstorm saint helena
10879,SEND_MESSAGE,Message Brisco telling him he's a good dad,[SL:RECIPIENT Brisco ] telling him [SL:CONTENT_EXACT he 's a good dad ] 
10880,SEND_MESSAGE,message belinda to find out what time the 5k is on the 4th of july,[SL:RECIPIENT belinda ] to find out [SL:CONTENT_EXACT what time the 5k is on the 4th of july ] 
10881,SEARCH,who played the genie in i dream of jeannie,NONE
10882,SEARCH,when did super smash bros for wii u come out,NONE
10883,SEARCH,where does the blood go after it leaves the right atrium,NONE
10884,PlayMusic,play who knows where the time goes by grigory leps,who knows where the time goes grigory leps
10885,GET_MESSAGE,Read me the last text I got last night,[SL:ORDINAL last ] text [SL:RECIPIENT I ] got [SL:DATE_TIME last night ] 
10886,GET_MESSAGE,Read me the last textual matter I get net night,[SL:ORDINAL last ] text [SL:RECIPIENT I ] got [SL:DATE_TIME last night ] 
10887,GetWeather,what is the coulee city mt forecast,coulee city mt
10888,GET_MESSAGE,Pull up the latest text from Tori Mahavira,[SL:ORDINAL latest ] text from [SL:SENDER Tori Mahavira ] 
10889,GET_MESSAGE,Draw upwards the recent text from Tori Mahavira,[SL:ORDINAL latest ] text from [SL:SENDER Tori Mahavira ] 
10890,GetWeather,check the forecast for orson for around 9 pm,orson 9 pm
10891,SEARCH,what features of muscle contraction can be determined from an emg (electromyogram),NONE
10892,SEARCH,who invented the printing press and in what year,NONE
10893,SEARCH,who won the fifa best player of the year 2018,NONE
10894,SEND_MESSAGE,ask joey if he can make it to the party on saturday,[SL:RECIPIENT joey ] if [SL:CONTENT_EXACT he can make it to the party on saturday ] 
10895,SEARCH,when was twenty one pilots first album released,NONE
10896,SEARCH,when was a series of unfortunate events published,NONE
10897,SEND_MESSAGE,Ask Roger if he can bring forks,[SL:RECIPIENT Roger ] if [SL:CONTENT_EXACT he can bring forks ] 
10898,GET_MESSAGE,Did dad send me that message yet?,[SL:SENDER 
10899,GET_MESSAGE,Did dad send me that content withal?,[SL:SENDER 
10900,GET_MESSAGE,Open last text message.,[SL:ORDINAL last ] text message . 
10901,GET_MESSAGE,Receptive net text message.,[SL:ORDINAL last ] text message . 
10902,GET_MESSAGE,Did my bro text?,[SL:SENDER 
10903,GET_MESSAGE,Did my bro text?,[SL:SENDER 
10904,SEARCH,what is the second largest city in australia,NONE
10905,PlayMusic,i d like to hear infinite indie folk on slacker,infinite indie folk slacker
10906,SEND_MESSAGE,Message Marissa and ask her where her mother's house is located,[SL:RECIPIENT Marissa ] and ask her [SL:CONTENT_EXACT where her mother 's house is located ] 
10907,GetWeather,what s the weather like in boca raton ia,boca raton ia
10908,GetWeather,will it be hot three minutes from now faraway from saint croix state park,hot three minutes from now faraway saint croix state park
10909,GetWeather,what s the weather forecast for coats,coats
10910,SEND_MESSAGE,send a message to Annette to let her know her doctor's appointment for tomorrow at 9:00 am has been changed to Wednesday at 9:00 am,[SL:RECIPIENT Annette ] to let her know [SL:CONTENT_EXACT her doctor 's appointment for tomorrow at 9 : 00 am has been changed to Wednesday at 9 : 00 am ] 
10911,GetWeather,what is the forecast for farmerville in cape verde,farmerville cape verde
10912,SEARCH,who sings stop listen what's that sound,NONE
10913,PlayMusic,use the service itunes to play melody from 1998,itunes melody 1998
10914,SEARCH,where does the last name borg come from,NONE
10915,SEARCH,what is the largest piece of gold ever found,NONE
10916,PlayMusic,i want to hear sebastian s songs from the thirties on youtube,sebastian thirties youtube
10917,SEND_MESSAGE,Message Rebecca to tell her have a good day.,[SL:RECIPIENT Rebecca ] to tell her [SL:CONTENT_EXACT have a good day ] . 
10918,SEND_MESSAGE,Ask Joe how the meeting went today.,[SL:RECIPIENT Joe ] [SL:CONTENT_EXACT how the meeting went today ] . 
10919,GetWeather,how much wind will there be in nm on november 11th,wind nm november 11th
10920,PlayMusic,play all the way my savior leads me on spotify,all the way my savior leads me spotify
10921,SEARCH,who wrote your song sung by elton john,NONE
10922,SEND_MESSAGE,Let Chris know I am going to the Lindsey sterling concert at DTE in a few weeks,[SL:RECIPIENT Chris ] know [SL:CONTENT_EXACT I am going to the Lindsey sterling concert at DTE in a few weeks ] 
10923,SEARCH,when did cristiano ronaldo start playing professional soccer,NONE
10924,SEARCH,what is the main objective of criminal law,NONE
10925,GetWeather,will there be fog not far from mexico on apr 27,fog not far mexico apr 27
10926,SEARCH,the sport psychology sub-field of performance enhancement deals primarily with,NONE
10927,SEARCH,who is the character of santa claus based on,NONE
10928,SEARCH,when did canada gain independence from great britain,NONE
10929,SEARCH,what is lady liberty holding in her hand,NONE
10930,SEARCH,what is the baby elephants name in jungle book,NONE
10931,SEND_MESSAGE,Message Sophie and tell her I can't wait for Vegas trip in August to the Mandalay Bay,[SL:RECIPIENT Sophie ] and tell her [SL:CONTENT_EXACT I can't wait for Vegas trip in August to the Mandalay Bay ] 
10932,SEARCH,man of the woods tour opening act ottawa,NONE
10933,SEARCH,who said life is like a bowl of cherries,NONE
10934,SEARCH,when did 3 points for a win start in england,NONE
10935,SEND_MESSAGE,Message Emily and say I'm running late.,[SL:RECIPIENT Emily ] and say [SL:CONTENT_EXACT I'm running late ] . 
10936,GetWeather,can you give me the forecast for osgood,osgood
10937,GetWeather,will it be even hotter 2 years from now in el jebel niger,hotter 2 years from now el jebel niger
10938,SEARCH,who overthrew the mongols and established the ming dynasty,NONE
10939,GET_MESSAGE,Get me my messages from Spaghetti Enthusiasts chat,[SL:GROUP Spaghetti Enthusiasts ] chat 
10940,GET_MESSAGE,Receive me my messages from Spaghetti Enthusiasts chat,[SL:GROUP Spaghetti Enthusiasts ] chat 
10941,GET_MESSAGE,Tell me how many Instagram messages I have,[SL:RESOURCE Instagram ] messages I have 
10942,GET_MESSAGE,Severalise me how many Instagram messages I have,[SL:RESOURCE Instagram ] messages I have 
10943,SEARCH,when does season two of sabrina the teenage witch come out,NONE
10944,SEARCH,who proposed the first accurate model of dna,NONE
10945,SEARCH,who was the first chief minister of west bengal,NONE
10946,SEND_MESSAGE,Message Tobey asking him if he has my wallet.,[SL:RECIPIENT Tobey ] asking him if [SL:CONTENT_EXACT he has my wallet ] . 
10947,GetWeather,what will the weather be in wakarusa,wakarusa
10948,GetWeather,what is the weather forecast 131 days from now in atanassow-see,131 days from now atanassow-see
10949,SEARCH,when was artemis fowl the first book published,NONE
10950,SEARCH,when did the cowboys start playing on thanksgiving day,NONE
10951,SEARCH,who plays belinda mannix on the good cop,NONE
10952,SEARCH,where is the setting for beauty and the beast,NONE
10953,SEND_MESSAGE,I want you to message Ana and let her know I liked her recent post on gardens.,[SL:RECIPIENT Ana ] and let her know [SL:CONTENT_EXACT I liked her recent post on gardens ] . 
10954,SEND_MESSAGE,Please send a video message to Maggie M.,[SL:TYPE_CONTENT video ] message to [SL:RECIPIENT Maggie M ] . 
10955,SEARCH,who do the badgers play in the pinstripe bowl,NONE
10956,SEARCH,what's the capital city of new brunswick,NONE
10957,GET_MESSAGE,Display the new text I have,[SL:TAG_MESSAGE new ] text I have 
10958,GET_MESSAGE,Display the modern textual matter I have,[SL:TAG_MESSAGE new ] text I have 
10959,SEND_MESSAGE,Message mom to let her know I am at McDonalds right now.,[SL:RECIPIENT 
10960,SEND_MESSAGE,Message Tirzah in a week to remind her to pack for her camp trip.,[SL:RECIPIENT Tirzah ] [SL:DATE_TIME in a week ] to [SL:CONTENT_EXACT remind her to pack for her camp trip ] . 
10961,SEARCH,one who signals train to start or stop,NONE
10962,SEND_MESSAGE,"Send a message to Ricky and let him know the traffic lights are out Cleveland, so I'm not sure when I'll make it to work this morning.","[SL:RECIPIENT Ricky ] and let him know [SL:CONTENT_EXACT the traffic lights are out Cleveland , so I'm not sure when I'll make it to work this morning ] . "
10963,SEND_MESSAGE,"Message Fred Friendly, Class of '70, asking him if he is attending this year's Homecoming Weekend.","[SL:RECIPIENT Fred Friendly ] , Class of ' 70 , asking him if [SL:CONTENT_EXACT he is attending this year 's Homecoming Weekend ] . "
10964,SEARCH,who was the youngest president to be elected,NONE
10965,SEND_MESSAGE,SEND A MESSAGE TO SEBRINA ASKING IF SHE'S GOING TO HELP ME OR NOT,[SL:RECIPIENT SEBRINA ] ASKING IF [SL:CONTENT_EXACT SHE 'S GOING TO HELP ME OR NOT ] 
10966,GET_MESSAGE,Read each message as it comes into my inbox.,
10967,GET_MESSAGE,Read each substance as it comes into my inbox.,
10968,SEARCH,who sings shake your tail feather line dance,NONE
10969,SEARCH,the predictable order of changes in communities after a change occurs,NONE
10970,SEND_MESSAGE,Let Lisa know that I will be five minutes late to the restaurant due to current traffic conditions,[SL:RECIPIENT Lisa ] know that [SL:CONTENT_EXACT I will be five minutes late to the restaurant due to current traffic conditions ] 
10971,SEARCH,who sang say a little prayer for you first,NONE
10972,PlayMusic,play the greatest james yorkston song,greatest james yorkston song
10973,SEND_MESSAGE,Message Kevin and ask him if he is received all of the money he needs for the medical fundraiser.,[SL:RECIPIENT Kevin ] and ask him if [SL:CONTENT_EXACT he is received all of the money he needs for the medical fundraiser ] . 
10974,SEARCH,who has the most trophies in la liga,NONE
10975,GetWeather,what s the weather forecast for here,here
10976,PlayMusic,play the last song by goldie,last song goldie
10977,SEARCH,most scored points in a single nba game,NONE
10978,GetWeather,forecast for my current location at 6,current location 6
10979,PlayMusic,play an eighties song by ler lalonde,eighties song ler lalonde
10980,GetWeather,how s the weather in brookdale zimbabwe,brookdale zimbabwe
10981,SEARCH,what is the name of the first cartoon with sound,NONE
10982,SEND_MESSAGE,Message Marisol saying my aunt April will join us for dinner at Denny's.,[SL:RECIPIENT Marisol ] saying [SL:CONTENT_EXACT my aunt April will join us for dinner at Denny 's ] . 
10983,SEND_MESSAGE,let bill know about the grill is open at 7,[SL:RECIPIENT bill ] know about [SL:CONTENT_EXACT the grill is open at 7 ] 
10984,PlayMusic,play the most popular song by espen lind,most popular song espen lind
10985,PlayMusic,play an ep by uncle jimmy thompson,ep uncle jimmy thompson
10986,PlayMusic,play fifties track music,fifties track
10987,SEARCH,from whose perspective is the story of all quiet on the western front told,NONE
10988,PlayMusic,play any chanson,chanson
10989,GET_MESSAGE,Go to Garden Group messages,[SL:GROUP Garden ] Group messages 
10990,GET_MESSAGE,Go to Garden Group messages,[SL:GROUP Garden ] Group messages 
10991,SEND_MESSAGE,Message Casey to ask if she is available for dinner on Friday,[SL:RECIPIENT Casey ] to ask if [SL:CONTENT_EXACT she is available for dinner on Friday ] 
10992,GetWeather,weather for east peru bolivia 3 years and a half from now,east peru bolivia 3 years and a half from now
10993,PlayMusic,can you play a top song from a chyi chin concerto,top song chyi chin concerto
10994,GetWeather,what is the currituck national wildlife refuge forecast for chilly conditions,currituck national wildlife refuge chilly
10995,SEARCH,when did the dallas cowboys win their last playoff game,NONE
10996,SEND_MESSAGE,message larry if he has my game,[SL:RECIPIENT larry ] if [SL:CONTENT_EXACT he has my game ] 
10997,GetWeather,tell me what the weather is here,here
10998,PlayMusic,play music from my relentless playlist,relentless
10999,GetWeather,what s the weather in stamps,stamps
11000,SEARCH,what type of political system does el salvador have,NONE
11001,PlayMusic,play some drum & bass,drum & bass
11002,SEARCH,what is the origin of the word celsius,NONE
11003,GET_MESSAGE,bring up chats,
11004,GET_MESSAGE,bring improving chats,
11005,SEND_MESSAGE,Let Joe know he's welcome to come to the reception at 6pm.,[SL:RECIPIENT Joe ] know [SL:CONTENT_EXACT he 's welcome to come to the reception at 6 pm ] . 
11006,SEND_MESSAGE,send tina a message 'happy birthday i'll see you in 1 hour at your place',[SL:RECIPIENT tina ] a message ' [SL:CONTENT_EXACT happy birthday i'll see you in 1 hour at your place ] ' 
11007,SEND_MESSAGE,ask Simbad if he will be helping out at the pets for vets event in on august 3,[SL:RECIPIENT Simbad ] if [SL:CONTENT_EXACT he will be helping out at the pets for vets event in on august 3 ] 
11008,SEND_MESSAGE,I need to send a video message to my wife,[SL:TYPE_CONTENT video ] message to [SL:RECIPIENT 
11009,SEND_MESSAGE,Tell Ken that the baseball game got rained out.,[SL:RECIPIENT Ken ] that [SL:CONTENT_EXACT the baseball game got rained out ] . 
11010,GET_MESSAGE,bring up chats,
11011,GET_MESSAGE,bring upward chats,
11012,SEND_MESSAGE,Send a message to Jamie asking what bar we are going to tonight,[SL:RECIPIENT Jamie ] asking [SL:CONTENT_EXACT what bar we are going to tonight ] 
11013,GetWeather,is it supposed to be windy in me on june the 14th 2024,windy me june the 14th 2024
11014,SEARCH,when is the second half of vikings season 5 coming out,NONE
11015,GET_MESSAGE,show my chat requests,
11016,GET_MESSAGE,establish my schmoose requests,
11017,GetWeather,will it be hot in dongola cameroon,hot dongola cameroon
11018,PlayMusic,play still life 1,still life 1
11019,SEARCH,who is the king and queen of the netherlands,NONE
11020,SEARCH,who plays dylan in daddy's home 2,NONE
11021,PlayMusic,play music on itunes,itunes
11022,GetWeather,what will the weather be in post falls on feb 17,post falls feb 17
11023,SEARCH,where is the new football stadium in atlanta,NONE
11024,GET_MESSAGE,Show my iMessages from Dad.,[SL:RESOURCE iMessages ] from [SL:SENDER 
11025,GET_MESSAGE,Show my iMessages from Pa.,[SL:RESOURCE iMessages ] from [SL:SENDER 
11026,GET_MESSAGE,i want to view chat requests,
11027,GET_MESSAGE,i require to consider chat requests,
11028,GET_MESSAGE,launch my chats,
11029,GET_MESSAGE,launch my new world chat,
11030,PlayMusic,play bob hilliard top-twenty music,bob hilliard top-twenty
11031,SEND_MESSAGE,tell ruben that i am on my way,[SL:RECIPIENT ruben ] that [SL:CONTENT_EXACT i am on my way ] 
11032,GetWeather,what s it like in my current location,current location
11033,GetWeather,tell me if it will be hot on jun the 10th in san de fuca sweden,hot jun the 10th san de fuca sweden
11034,SEARCH,where was the original flight of the phoenix filmed,NONE
11035,SEARCH,where did saudi crown prince go to college,NONE
11036,PlayMusic,play the last theme by behzad mirkhani,last theme behzad mirkhani
11037,SEARCH,how old was sasuke when his clan died,NONE
11038,PlayMusic,play a 1950 album on iheart,1950 album iheart
11039,SEARCH,when does season 4 of flash come out,NONE
11040,PlayMusic,play some music on last fm,last fm
11041,SEARCH,who holds the record for most everest summits,NONE
11042,SEARCH,how much was della paid for her hair,NONE
11043,PlayMusic,play socialism is good by terje bakken on spotify,socialism is good terje bakken spotify
11044,SEARCH,what is the name of the dragon in eragon,NONE
11045,SEARCH,when is the season finale of designated survivor,NONE
11046,PlayMusic,play who knows where the time goes by grigory leps,who knows where the time goes grigory leps
11047,PlayMusic,let me hear the rave tapes album from yuki koyanagi,rave tapes album yuki koyanagi
11048,PlayMusic,play got to be free by madeleine peyroux,got to be free madeleine peyroux
11049,SEARCH,who is playing in the arizona bowl game,NONE
11050,SEND_MESSAGE,message colin and ask if he got the same message from dave that i did,[SL:RECIPIENT colin ] and ask if [SL:CONTENT_EXACT he got the same message from dave that i did ] 
11051,PlayMusic,play slacker tunes,slacker
11052,SEARCH,the cast of a good day to die hard,NONE
11053,PlayMusic,play something from the twenties,twenties
11054,GetWeather,will it be nice here and in the same area,here in the same area
11055,SEND_MESSAGE,Ask Elias how much I owe for drinks.,[SL:RECIPIENT Elias ] [SL:CONTENT_EXACT how much I owe for drinks ] . 
11056,SEARCH,when did the book thief movie come out,NONE
11057,GetWeather,how is the weather going to be in pearblossom,pearblossom
11058,SEND_MESSAGE,Message mom asking if she has my water bottle,[SL:RECIPIENT 
11059,GetWeather,is it supposed to be chilly in de tonight,chilly de tonight
11060,PlayMusic,play miyavi s music from seventies on google music,miyavi seventies google music
11061,SEND_MESSAGE,ask johnny if after the birthday celebration he would like to go get dinner,[SL:RECIPIENT johnny ] if [SL:CONTENT_EXACT after the birthday celebration he would like to go get dinner ] 
11062,GET_MESSAGE,Get today’s messages from Animal Rescue chat.,[SL:DATE_TIME today ] ’s messages from [SL:GROUP Animal Rescue ] chat . 
11063,GET_MESSAGE,Get today ’ sec messages from Animal Rescue schmooze.,[SL:DATE_TIME today ] ’s messages from [SL:GROUP Animal Rescue ] chat . 
11064,GetWeather,how s the weather looking in pheba,pheba
11065,PlayMusic,play music by otis redding,otis redding
11066,SEND_MESSAGE,message vinny and ask him if he can buy the tickets,[SL:RECIPIENT vinny ] and ask him if [SL:CONTENT_EXACT he can buy the tickets ] 
11067,GET_MESSAGE,Pull me up all texts,[SL:AMOUNT all ] texts 
11068,GET_MESSAGE,Pull maine up all textbook,[SL:AMOUNT all ] texts 
11069,PlayMusic,play by the sleepy lagoon by greg kurstin,by the sleepy lagoon greg kurstin
11070,PlayMusic,play valerij kipelov on vimeo,valerij kipelov vimeo
11071,SEARCH,criminal minds what episode does jj find out she pregnant,NONE
11072,PlayMusic,play melody music from the fourties,melody fourties
11073,PlayMusic,play miyavi s music from seventies on google music,miyavi seventies google music
11074,GetWeather,when will the weather be temperate like it is now in stansbury park in tuvalu,temperate now stansbury park tuvalu
11075,SEARCH,who wrote the country song whiskey and you,NONE
11076,SEND_MESSAGE,Message Jo and tell her that I am waiting her at home,[SL:RECIPIENT Jo ] and tell her that [SL:CONTENT_EXACT I am waiting her at home ] 
11077,PlayMusic,play some google music,google music
11078,GetWeather,what is the weather like in midfield iowa today,midfield iowa today
11079,GET_MESSAGE,new texts,[SL:TAG_MESSAGE new ] texts 
11080,GET_MESSAGE,young texts,[SL:TAG_MESSAGE new ] texts 
11081,SEARCH,the group that officially elects the president of the united states is called,NONE
11082,SEND_MESSAGE,"Ask Jess if she can send me the gif of the shimmying cat again, Mason wants to see it","[SL:RECIPIENT Jess ] if [SL:CONTENT_EXACT she can send me the gif of the shimmying cat again , Mason wants to see it ] "
11083,SEARCH,when was corporal punishment banned in south africa,NONE
11084,SEARCH,where do most star formation occur in the milky way today,NONE
11085,PlayMusic,play some geir jenssen,geir jenssen
11086,PlayMusic,i want to hear some boris grebenchtchikov on zvooq,boris grebenchtchikov zvooq
11087,SEARCH,when is the last time the philadelphia won the superbowl,NONE
11088,SEND_MESSAGE,Please tell Dad I am in route to the hospital.,[SL:RECIPIENT 
11089,GetWeather,what s the cloud forecast now for sierra leone,cloud now sierra leone
11090,SEARCH,who made the first spanish landing on the mainland of north america,NONE
11091,GET_MESSAGE,begin chat requests,
11092,GET_MESSAGE,start chat requests,
11093,PlayMusic,open pandora and play reggaeton 2017 y baila,pandora reggaeton 2017 y baila
11094,PlayMusic,play something by chris knight,chris knight
11095,SEND_MESSAGE,Message Darryl to ask when he'll arrive,[SL:RECIPIENT Darryl ] to ask [SL:CONTENT_EXACT when he'll arrive ] 
11096,GET_MESSAGE,Is there a WhatsApp message from Jane?,[SL:RESOURCE WhatsApp ] message from [SL:SENDER Jane ] ? 
11097,GET_MESSAGE,Be thither a WhatsApp message from Jane?,[SL:RESOURCE WhatsApp ] message from [SL:SENDER Jane ] ? 
11098,GetWeather,what s the weather in totowa wy one minute from now,totowa wy one minute from now
11099,PlayMusic,play any song from rebecca hewitt,song rebecca hewitt
11100,GetWeather,how cold is it around the current location now,cold around current location now
11101,SEND_MESSAGE,Message Joe to say I will be there in an hour,[SL:RECIPIENT Joe ] to say [SL:CONTENT_EXACT I will be there in an hour ] 
11102,SEND_MESSAGE,Text Megan and ask when I can pick up my check.,[SL:RECIPIENT Megan ] and ask [SL:CONTENT_EXACT when I can pick up my check ] . 
11103,SEARCH,when does the new mlp movie come out,NONE
11104,SEND_MESSAGE,Message Ron for me and say I'll be outside in 5 minutes,[SL:RECIPIENT Ron ] for me and say [SL:CONTENT_EXACT I'll be outside in 5 minutes ] 
11105,GetWeather,what s the weather supposed to be like in elmer city,elmer city
11106,SEND_MESSAGE,message my sister to remind her about the sunday party at shayna's,[SL:RECIPIENT 
11107,GET_MESSAGE,read me new messages from crochet group,[SL:TAG_MESSAGE new ] messages from [SL:GROUP crochet ] group 
11108,GET_MESSAGE,read me fresh messages from crocheting grouping,[SL:TAG_MESSAGE new ] messages from [SL:GROUP crochet ] group 
11109,PlayMusic,can i use lastfm to listen to twilight time by dj khalil,lastfm twilight time dj khalil
11110,SEARCH,who was the peasant girl who led france to victories over england in the hundred years war,NONE
11111,GET_MESSAGE,Did Lua message me yesterday?,[SL:SENDER Lua ] message [SL:RECIPIENT me ] [SL:DATE_TIME yesterday ] ? 
11112,GET_MESSAGE,Did Lua message me yesterday?,[SL:SENDER Lua ] message [SL:RECIPIENT me ] [SL:DATE_TIME yesterday ] ? 
11113,PlayMusic,can you play me some pop-folk music,pop-folk
11114,SEND_MESSAGE,Ask Morgan if she has seen my glasses,[SL:RECIPIENT Morgan ] if [SL:CONTENT_EXACT she has seen my glasses ] 
11115,SEND_MESSAGE,Send a message to Olivia to ask her to order food for the Foster Parent Dinner at Chuck E Cheese's on August tenth.,[SL:RECIPIENT Olivia ] to ask her to [SL:CONTENT_EXACT order food for the Foster Parent Dinner at Chuck E Cheese 's on August tenth ] . 
11116,SEND_MESSAGE,Ask Ron if he needs me to stop anywhere on my way home>,[SL:RECIPIENT Ron ] if [SL:CONTENT_EXACT he needs me to stop anywhere on my way home ] > 
11117,GetWeather,what kind of weather was forecast near harmony flats nature reserve last march,near harmony flats nature reserve last march
11118,GET_MESSAGE,Book Club group messages please,[SL:GROUP Book Club ] group messages please 
11119,GET_MESSAGE,Ledger Club mathematical group messages please,[SL:GROUP Book Club ] group messages please 
11120,SEARCH,which bowler had the bowling figures of 5 for 27 against pakistan in the world cup,NONE
11121,GET_MESSAGE,display chats,
11122,GET_MESSAGE,display schmoose,
11123,GetWeather,what is the forecast for dec 15 in lake woodruff national wildlife refuge,dec 15 lake woodruff national wildlife refuge
11124,GetWeather,what s the weather in pugu hills forest reserve,pugu hills forest reserve
11125,GetWeather,show weather forcast for ms on jan the 9th 2034,ms jan the 9th 2034
11126,SEND_MESSAGE,I need you to ask Kat if the Yoga class is still on for tomorrow.,[SL:RECIPIENT Kat ] if [SL:CONTENT_EXACT the Yoga class is still on for tomorrow ] . 
11127,SEND_MESSAGE,Tell Angie that we can meet up at Walmart at 8pm.,[SL:RECIPIENT Angie ] that [SL:CONTENT_EXACT we can meet up at Walmart at 8 pm ] . 
11128,SEND_MESSAGE,Send a message to Aunt Louise asking for her lasagna recipe for Friday's dinner.,[SL:RECIPIENT 
11129,PlayMusic,play taiwan is good by kotoko,taiwan is good kotoko
11130,SEARCH,was star wars a book or a movie first,NONE
11131,SEND_MESSAGE,Message mom and tell her there has been an accident and the road is blocked so I will be running about an hour late,[SL:RECIPIENT 
11132,SEND_MESSAGE,Send a message to Mom saying I love you.,[SL:RECIPIENT 
11133,PlayMusic,play dhafer youssef top-twenty on netflix,dhafer youssef top-twenty netflix
11134,SEND_MESSAGE,Ask Mary what time the soccer game starts on Sunday.,[SL:RECIPIENT Mary ] [SL:CONTENT_EXACT what time the soccer game starts on Sunday ] . 
11135,PlayMusic,can you play some music from my road trip album,road trip album
11136,GET_MESSAGE,Please read all the previous message,[SL:AMOUNT all ] the previous message 
11137,GET_MESSAGE,Please read all the premature content,[SL:AMOUNT all ] the previous message 
11138,SEND_MESSAGE,send steve a message asking if he wants to go to the taylor swift concert,[SL:RECIPIENT steve ] a message asking [SL:CONTENT_EXACT if he wants to go to the taylor swift concert ] 
11139,GetWeather,is it forecast to be chilly here on july 14,chilly here july 14
11140,SEND_MESSAGE,Message Joey asking if he has the truck.,[SL:RECIPIENT Joey ] asking if [SL:CONTENT_EXACT he has the truck ] . 
11141,PlayMusic,play me a song from 2008,song 2008
11142,GetWeather,what will the weather be next apr in mt,next apr mt
11143,SEARCH,who can be called a man of god,NONE
11144,SEARCH,when did the first star is born movie come out,NONE
11145,SEND_MESSAGE,Tell Abigail that I am running late and will be there shortly.,[SL:RECIPIENT Abigail ] that [SL:CONTENT_EXACT I am running late and will be there shortly ] . 
11146,GET_MESSAGE,Find me the message Martha sent me last Thursday,[SL:SENDER Martha ] sent [SL:RECIPIENT me ] [SL:DATE_TIME last Thursday ] 
11147,GET_MESSAGE,Find me the substance Martha sent maine last Th,[SL:SENDER Martha ] sent [SL:RECIPIENT me ] [SL:DATE_TIME last Thursday ] 
11148,SEARCH,where does the river irk start and finish,NONE
11149,SEND_MESSAGE,Send a message to Jamie asking what bar we are going to tonight,[SL:RECIPIENT Jamie ] asking [SL:CONTENT_EXACT what bar we are going to tonight ] 
11150,SEARCH,rain sleet or snow that contains a high concentration of acids is called,NONE
11151,SEARCH,who is the security general of the un,NONE
11152,PlayMusic,play isaac yamma slut,isaac yamma slut
11153,GetWeather,what is the forecast for temperate weather in bellechester,temperate bellechester
11154,PlayMusic,play easy listening,easy listening
11155,SEND_MESSAGE,Send Walker a text to see if he is available this weekend.,[SL:RECIPIENT Walker ] a text to see if [SL:CONTENT_EXACT he is available this weekend ] . 
11156,GetWeather,is it chilly in alaska,chilly alaska
11157,PlayMusic,play acid punk music,acid punk
11158,SEARCH,what is the meaning of the name habib,NONE
11159,GET_MESSAGE,Get the messages from Randy,[SL:SENDER Randy ] 
11160,GET_MESSAGE,Get the content from Randy,[SL:SENDER Randy ] 
11161,GET_MESSAGE,start my chats,
11162,GET_MESSAGE,set about my chats,
11163,SEND_MESSAGE,Message Teela asking if she wants to meet me at Arby's at 5:30.,[SL:RECIPIENT Teela ] asking if [SL:CONTENT_EXACT she wants to meet me at Arby 's at 5 : 30 ] . 
11164,SEARCH,when did the nest 3rd generation come out,NONE
11165,SEND_MESSAGE,Message Nate and ask what time is he bringing the bed,[SL:RECIPIENT Nate ] and ask [SL:CONTENT_EXACT what time is he bringing the bed ] 
11166,SEARCH,who does the voice of stewie family guy,NONE
11167,GetWeather,can you give me the forecast for 11 in bradner ia,11 bradner ia
