,query,ExclamationMark,QuestionMark,countWords,countChars,how,when,where,what,whose,which,why,who,count am-is-are,count stop words,PERSON,ORG,GPE,DATE,count music common,count weather common,VRB,ADJ,NON,output
3313,tell me if there will be a snowstorm on sep the second 2028 in olpe,0,0,15,67,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,1,2,1,2,GetWeather
3314,i d like to listen to opera on youtube,0,0,9,38,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,1,3,1,1,PlayMusic
3315,what is the weather forecast for tennessee for warm temps,0,0,10,57,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,3,1,1,4,GetWeather
3316,play music by cass elliot,0,0,5,25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,4,PlayMusic
3317,i want to hear something from the top-fifty by jose pasillas,0,0,11,60,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,0,2,2,3,PlayMusic
3318,play the song long live love,0,0,6,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,2,PlayMusic
3319,what is the forecast for here and now,0,0,8,37,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,1,1,2,1,GetWeather
3320,what is the weather forecast for winger,0,0,7,39,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,2,1,0,3,GetWeather
3321,play music from 2007,0,0,4,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,PlayMusic
3322,weather in tioga colorado,0,0,4,25,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,3,GetWeather
3323,what s the weather like in wyandotte netherlands antilles,0,0,9,57,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,1,0,4,GetWeather
3324,play instrumental pop,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,PlayMusic
3325,is it going to be temperate in farallon islands now,0,0,10,51,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,1,3,3,1,GetWeather
3326,play me a song from luxury liner,0,0,7,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,3,PlayMusic
3327,play alles heeft ritme by liu tianhua,0,0,7,37,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,5,PlayMusic
3328,i want to listen to my spain top 50 playlist on groove shark,0,0,13,60,0,0,0,0,0,0,0,0,0,5,0,0,1,0,6,0,2,1,5,PlayMusic
3329,what will the weather be in bernie id,0,0,8,37,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,1,1,2,GetWeather
3330,open last fm and play the top song from daniel lee chee hun,0,0,13,59,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,1,3,6,PlayMusic
3331,play odessa by maartin allcock,0,0,5,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,PlayMusic
3332,play a 1994 tune by lena horne,0,0,7,30,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,1,2,PlayMusic
3333,is it chillier in mint hill fm,0,0,7,30,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,1,3,GetWeather
3334,play some deezer oldies music,0,0,5,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,3,PlayMusic
3335,play theme by yanni on vimeo,0,0,6,28,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,4,PlayMusic
3336,is the expected weather temperate here in 1 month,0,0,9,49,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,2,1,2,3,GetWeather
3337,play some prabha atre,0,0,4,21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,PlayMusic
3338,play the mister music man by gene de paul,0,0,9,41,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,6,PlayMusic
3339,what is the weather forecast for ridge farm new york,0,0,10,52,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,1,1,5,GetWeather
3340,play itunes album mondovisione,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,PlayMusic
3341,play divine from vinnie roslin,0,0,5,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,PlayMusic
3342,tell me if it will hail in kyrgyzstan,0,0,8,37,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,2,0,1,GetWeather
3343,play the album wayning moments by rabbit brown,0,0,8,46,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,4,PlayMusic
3344,will there be a blizzard in oregon,0,0,7,34,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,1,2,GetWeather
3345,play my éxitos españa playlist,0,0,5,30,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,2,PlayMusic
3346,play my springtime playlist,0,0,4,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,PlayMusic
3347,is there a lot of sun in qatar,0,0,8,30,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,1,0,3,GetWeather
3348,play larry graham sound track,0,0,5,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,3,PlayMusic
3349,will it be cold in chatmoss albania 8 years and a half from now,0,0,14,63,0,0,0,0,0,0,0,0,0,8,0,0,2,1,0,1,2,1,4,GetWeather
3350,play the top twenty tracks of ron jarzombek,0,0,8,43,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,1,4,PlayMusic
3351,can you play some weird music from the noise genre,0,0,10,50,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,1,1,3,PlayMusic
3352,play llegando a casa playlist,0,0,5,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,2,PlayMusic
3353,is it going to be nicer next week in hamel belize,0,0,11,49,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,2,3,2,3,GetWeather
3354,play dhafer youssef top-twenty on netflix,0,0,6,41,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,4,PlayMusic
3355,play some amber kuo from the eighties on spotify,0,0,9,48,0,0,0,0,0,0,0,0,0,4,1,0,1,1,2,0,1,1,3,PlayMusic
3356,play tomtegubben som hade snuva,0,0,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,PlayMusic
3357,i want to hear symphony songs from rebecca cartwright on last fm,0,0,12,64,0,0,0,0,0,0,0,0,0,4,1,0,0,0,4,0,2,2,5,PlayMusic
3358,play some latin music,0,0,4,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,PlayMusic
3359,play the newest phil stacey,0,0,5,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,PlayMusic
3360,what s the weather on groundhog day in slovenia,0,0,9,47,0,0,0,1,0,0,0,0,1,5,0,1,1,0,0,1,1,1,3,GetWeather
3361,play some origa on google music,0,0,6,31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,3,PlayMusic
3362,is it chillier in baconton ky,0,0,6,29,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,2,GetWeather
3363,open last fm and play the top song from daniel lee chee hun,0,0,13,59,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,1,3,6,PlayMusic
3364,use netflix to play a record by emil gilels from year 2015,0,0,12,58,0,0,0,0,0,0,0,0,0,4,2,0,0,1,3,0,1,1,5,PlayMusic
3365,what is the weather forecast for my current position,0,0,9,52,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,3,1,1,3,GetWeather
3366,open pandora and play udhreko choli from chowdiah,0,0,8,49,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,2,3,PlayMusic
3367,what will the weather be like at noon in brunei,0,0,10,47,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,2,1,0,3,GetWeather
3368,play me hier encore by greydon square,0,0,7,37,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,3,1,PlayMusic
3369,play dj kentaro from the year 1994,0,0,7,34,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,4,PlayMusic
3370,tell me if it ll be chilly 1 second from now here,0,0,12,49,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,3,4,0,GetWeather
3371,will it be overcast in south dakota,0,0,7,35,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,1,1,GetWeather
3372,play steven reineke greatest soundtrack on youtube,0,0,7,50,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,1,2,3,PlayMusic
3373,play thirties music by flex on google music,0,0,8,43,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,6,PlayMusic
3374,what kind of weather will be in windy hills bermuda in ten weeks,0,0,13,64,0,0,0,1,0,0,0,0,0,6,1,0,0,1,0,2,1,2,5,GetWeather
3375,what will the weather be in east new market antarctica,0,0,10,54,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,1,2,3,GetWeather
3376,what will the weather be like at my current spot on january the 19th,0,0,14,68,0,0,0,1,0,0,0,0,0,8,0,0,0,1,0,3,1,2,2,GetWeather
3377,what is the weather here,0,0,5,24,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,1,1,1,GetWeather
3378,will it get windy in ocean breeze park,0,0,8,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,2,2,GetWeather
3379,play music from the eighties on slacker,0,0,7,39,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,4,PlayMusic
3380,how cold is it in princeton junction,0,0,7,36,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,1,1,2,GetWeather
3381,play long way to go by keita tachibana,0,0,8,38,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,4,PlayMusic
3382,what will the weather be like in killarney national park on national pow/mia recognition day,0,0,15,92,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,5,1,2,6,GetWeather
3383,play the album sauna on zvooq,0,0,6,29,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,1,0,3,PlayMusic
3384,tell me the weather forecast for france,0,0,7,39,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,1,0,3,GetWeather
3385,play solange 2016 album,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,PlayMusic
3386,play the album have another ball,0,0,6,32,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,PlayMusic
3387,play the album a kiss before you go by bt,0,0,10,41,0,0,0,0,0,0,0,0,0,5,0,1,0,0,2,0,2,0,3,PlayMusic
3388,what is the weather forecast nearby sc,0,0,7,38,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,2,1,1,3,GetWeather
3389,tell me the forecast for breakfast at miller s cove,0,0,10,51,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,2,1,0,5,GetWeather
3390,play some glenn stetson music on spotify,0,0,7,40,0,0,0,0,0,0,0,0,0,2,1,0,1,0,3,0,2,0,3,PlayMusic
3391,will it be humid in beedeville on november 20,0,0,9,45,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,2,0,1,GetWeather
3392,will it be temperate near neylandville,0,0,6,38,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,1,GetWeather
3393,weather for south williamsport,0,0,4,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,GetWeather
3394,what is the temperature in western sahara or within the same area three seconds from now,0,0,16,88,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0,1,1,3,4,GetWeather
3395,tell me if it ll be temperate three hours from now in bonaire,0,0,13,61,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,1,3,2,2,GetWeather
3396,how warm will it be in 10 minutes,0,0,8,33,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,1,1,GetWeather
3397,what is the weather in richardson tanzania,0,0,7,42,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,1,0,3,GetWeather
3398,what s the forecast for gamaliel,0,0,6,32,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,1,0,2,GetWeather
3399,play the last track by shavo odadjian,0,0,7,37,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,1,2,2,PlayMusic
3400,weather in cairngorms-nationalpark close from freezing,0,0,6,54,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,2,GetWeather
3401,play maggot brain by albano carrisi,0,0,6,35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,4,PlayMusic
3402,what s the forecast far from here in turks and caicos islands,0,0,12,61,0,0,0,1,0,0,0,0,1,7,0,0,1,0,0,1,2,2,3,GetWeather
3403,weather in one minute in norfolk island,0,0,7,39,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,3,GetWeather
3404,play me leonid soybelman on vimeo,0,0,6,33,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,1,2,PlayMusic
3405,what will the weather be like not far from alabama on may 9 2037,0,0,14,64,0,0,0,1,0,0,0,0,0,7,0,0,1,1,0,2,2,2,1,GetWeather
3406,start playing my disney playlist,0,0,5,32,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,3,PlayMusic
3407,i want to hear a fourties ballad by luciano,0,0,9,43,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,3,0,3,PlayMusic
3408,what s the weather in the marshall islands in sixteen hours,0,0,11,59,0,0,0,1,0,0,0,0,1,6,0,0,1,0,0,1,2,1,3,GetWeather
3409,play music from 2012 on google music,0,0,7,36,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,4,PlayMusic
3410,play an album on netflix by chris castle from 2011,0,0,10,50,0,0,0,0,0,0,0,0,0,4,1,1,0,1,3,0,1,1,3,PlayMusic
3411,tell me if snow is in the forecast for teterville,0,0,10,49,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,2,3,0,2,GetWeather
3412,hows the weather looking for kendall green maryland,0,0,8,51,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,2,1,3,GetWeather
3413,play me a jill scott sound track on deezer,0,0,9,42,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,0,1,1,4,PlayMusic
3414,will the weather be colder in naguabo four minutes from now,0,0,11,59,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,2,2,2,GetWeather
3415,can you play me some eighties music by adele,0,0,9,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,1,0,3,PlayMusic
3416,play a top twenty symphony by bumble bee slim,0,0,9,45,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,2,4,PlayMusic
3417,play a track by deeyah khan,0,0,6,27,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,3,PlayMusic
3418,want to play christina schollin lastfm,0,0,6,38,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,1,3,PlayMusic
3419,what is the forecasted humidity in ghana for epiphany,0,0,9,53,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,1,1,3,GetWeather
3420,what is the forecast for 9 seconds from now close by here,0,0,12,57,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,1,1,3,2,GetWeather
3421,play my madrugando playlist on groove shark,0,0,7,43,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,1,3,PlayMusic
3422,play jono el grande from the thirties,0,0,7,37,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,4,PlayMusic
3423,how will the weather be in new mexico around 00:09:07 am,0,0,11,56,1,0,0,0,0,0,0,0,1,6,0,0,1,0,0,1,2,1,2,GetWeather
3424,play the good sort of 1992 theme music by layzie bone,0,0,11,53,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,0,1,1,5,PlayMusic
3425,play a new ballad by valy on iheart,0,0,8,35,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,1,1,3,PlayMusic
3426,play 2gether by jade puget,0,0,5,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,PlayMusic
3427,what kind of weather was forecast near harmony flats nature reserve last march,0,0,13,78,0,0,0,1,0,0,0,0,0,3,0,0,1,1,1,2,4,1,5,GetWeather
3428,play shaina magdayao s music on iheart,0,0,7,38,0,0,0,0,0,0,0,0,1,2,1,1,0,0,2,0,1,2,3,PlayMusic
3429,i want to hear a gucci mane song from last fm from 2002,0,0,13,55,0,0,0,0,0,0,0,0,0,5,1,0,0,1,4,0,2,2,4,PlayMusic
3430,what is the forecast for lille in norway,0,0,8,40,0,0,0,1,0,0,0,0,1,5,0,0,2,0,0,1,1,0,3,GetWeather
3431,play all of your toys by chris ledoux,0,0,8,37,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,3,PlayMusic
3432,weather for my current location tomorrow,0,0,6,40,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,1,3,GetWeather
3433,play music from youtube,0,0,4,23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,3,PlayMusic
3434,play the top chant music from 2014,0,0,7,34,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,1,2,PlayMusic
3435,how will the weather be in six minutes close to moosic,0,0,11,54,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,2,1,2,GetWeather
3436,will it be sunny in corcovado indonesia,0,0,7,39,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,0,2,GetWeather
3437,open up lastfm and play some songs,0,0,7,34,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,2,0,2,PlayMusic
3438,will it be warmer now in covenant life,0,0,8,38,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,2,1,GetWeather
3439,will it get chillier here,0,0,5,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,2,0,GetWeather
3440,will it be warmer in amnicon falls state park,0,0,9,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,4,GetWeather
3441,is it rainy at the edward l ryerson conservation area,0,0,10,53,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,5,GetWeather
3442,play good classified songs on vimeo,0,0,6,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,3,PlayMusic
3443,will it be chillier in uruguay in 213 days,0,0,9,42,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,1,2,0,2,GetWeather
3444,show weather forcast here at 19,0,0,6,31,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,3,GetWeather
3445,play ciribiribin by sandeep khare,0,0,5,33,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,4,PlayMusic
3446,play music off itunes,0,0,4,21,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,3,PlayMusic
3447,play the album have another ball,0,0,6,32,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,PlayMusic
3448,is it going to be cold at 4 o clock far from here,0,0,13,49,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,2,4,2,2,GetWeather
3449,what is the british virgin islands forecast for next november,0,0,10,61,0,0,0,1,0,0,0,0,1,4,0,0,1,1,0,2,2,2,3,GetWeather
3450,play music by ryan malcolm from sympathy for the devil on pandora,0,0,12,65,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,0,1,6,PlayMusic
3451,play the song domino by luca turilli,0,0,7,36,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,4,PlayMusic
3452,play a 2013 song on groove shark,0,0,7,32,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,1,0,3,PlayMusic
3453,play slacker radio,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,PlayMusic
3454,play the album winner takes all by takuro with last fm,0,0,11,54,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,2,1,4,PlayMusic
3455,will it get cold in nevada seven weeks and a half from now,0,0,13,58,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,3,2,2,2,GetWeather
3456,is it going to be hotter in d lo,0,0,9,32,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,2,3,0,3,GetWeather
3457,play symphony music from 1991 by irvin mayfield,0,0,8,47,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,1,4,PlayMusic
3458,play the last chris douglas on slacker,0,0,7,38,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,2,2,PlayMusic
3459,what s the forecast for georgia,0,0,6,31,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,1,0,2,GetWeather
3460,what is the forecast for farmerville in cape verde,0,0,9,50,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,1,1,0,4,GetWeather
3461,will it be hot in new york on october the 1st 2026,0,0,12,50,0,0,0,0,0,0,0,0,0,6,0,0,1,2,0,1,2,1,1,GetWeather
3462,play a keith richards album,0,0,5,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,3,PlayMusic
3463,i want to hear any top five music from gene autry,0,0,11,49,0,0,0,0,0,0,0,0,0,4,0,1,0,0,4,0,2,1,4,PlayMusic
3464,play a movement fromthe eighties by nobuo uematsu,0,0,8,49,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,1,4,PlayMusic
3465,play a song by david silveria from 2002 on zvooq,0,0,10,48,0,0,0,0,0,0,0,0,0,4,1,0,0,1,3,0,1,0,4,PlayMusic
3466,can you give me the forecast for 10:15 in paraguay,0,0,10,50,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,1,0,2,GetWeather
3467,what was the weather last february in william a switzer provincial park,0,0,12,71,0,0,0,1,0,0,0,0,0,5,1,0,0,1,1,2,1,3,4,GetWeather
3468,weather for six am in sc,0,0,6,24,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,1,0,2,GetWeather
3469,ethiopia ellenton has snow weather at eight pm,0,0,8,46,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,2,1,3,GetWeather
3470,how will the weather be in kentucky this week,0,0,9,45,1,0,0,0,0,0,0,0,0,6,0,0,1,1,0,1,1,1,2,GetWeather
3471,play a top twenty symphony by bumble bee slim,0,0,9,45,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,2,4,PlayMusic
3472,play dj cameo on itunes,0,0,5,23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,3,PlayMusic
3473,what will the weather be in mascoutah tanzania at 09:04:38 am,0,0,11,61,0,0,0,1,0,0,0,0,1,7,0,1,1,0,0,1,2,1,2,GetWeather
3474,show me the dresden weather forecast,0,0,6,36,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,3,GetWeather
3475,when will it be warmer in white horse mauritius,0,0,9,47,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,2,GetWeather
3476,what s the weather in macclenny,0,0,6,31,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,1,0,2,GetWeather
3477,play a tune by andrew findon,0,0,6,28,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,2,PlayMusic
3478,play sixties theme music,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,PlayMusic
3479,what is the forecast for bonner starting oct 24th 2025 for argentina,0,0,12,68,0,0,0,1,0,0,0,0,1,5,0,0,1,1,0,1,2,0,3,GetWeather
3480,i want to hear a top-50 track from takahito eguchi on google music,0,0,13,66,0,0,0,0,0,0,0,0,0,5,0,1,0,0,5,0,2,2,5,PlayMusic
3481,play a ballad from 1997,0,0,5,23,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,1,PlayMusic
3482,play roland alphonso tunes that are most popular,0,0,8,48,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,4,PlayMusic
3483,play the happiest days of our lives by tommy emmanuel,0,0,10,53,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,1,1,4,PlayMusic
3484,play me some music by prince alla from the twenties,0,0,10,51,0,0,0,0,0,0,0,0,0,5,1,0,0,1,3,0,1,0,4,PlayMusic
3485,what is the weather forecast for june the third in rileyville co,0,0,12,64,0,0,0,1,0,0,0,0,1,6,0,0,1,1,0,2,1,1,5,GetWeather
3486,what is the predicted weather for wells in indiana,0,0,9,50,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,1,1,1,3,GetWeather
3487,play music by damien rice,0,0,5,25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,4,PlayMusic
3488,can you play that last ep from the twenties,0,0,9,43,0,0,0,0,0,0,0,0,0,5,0,0,0,1,3,0,1,1,2,PlayMusic
3489,play top-50 peter frampton songs,0,0,5,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,3,PlayMusic
3490,book a restaurant on june the fifth in cavour,0,0,9,45,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,5,GetWeather
3491,what does it feel like in east cove national wildlife refuge,0,0,11,60,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,2,3,2,GetWeather
3492,weather for faroe islands,0,0,4,25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,GetWeather
3493,i need to hear the new kevin fowler album,0,0,9,41,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,2,1,4,PlayMusic
3494,play music from 1989 by maya,0,0,6,28,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,3,PlayMusic
3495,play some drum & bass,0,0,5,21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,PlayMusic
3496,play music by charlie adams from 1954,0,0,7,37,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,1,3,PlayMusic
3497,play a tune by syreeta wright from twenties from the top,0,0,11,56,0,0,0,0,0,0,0,0,0,5,1,0,0,1,3,0,1,1,4,PlayMusic
3498,play some kansas joe mccoy,0,0,5,26,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,2,PlayMusic
3499,open youtube and play nanana from massimo altomare,0,0,8,50,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,2,3,PlayMusic
3500,i want to hear some freestyle music,0,0,7,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,2,1,2,PlayMusic
3501,play anything from hiromitsu agatsuma off iheart,0,0,7,48,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,4,PlayMusic
3502,is it going to rain at my current position,0,0,9,42,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,3,1,1,GetWeather
3503,let me know how the weather will be in rainelle at night,0,0,12,56,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,3,0,3,GetWeather
3504,play rie fu music sorted by the best,0,0,8,36,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,4,PlayMusic
3505,can you play some synthpop music on youtube,0,0,8,43,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,0,1,1,2,PlayMusic
3506,i d like to listen to opera on youtube,0,0,9,38,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,1,3,1,1,PlayMusic
3507,is it freezing near medley,0,0,5,26,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,1,GetWeather
3508,is it getting colder in leonard harrison state park,0,0,9,51,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,3,2,1,4,GetWeather
3509,play a native us song on last fm,0,0,8,32,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,2,1,PlayMusic
