,query,ExclamationMark,QuestionMark,countWords,countChars,how,when,where,what,whose,which,why,who,count am-is-are,count stop words,PERSON,ORG,GPE,DATE,count music common,count weather common,count get common,count send common,VRB,ADJ,NON,common_t_g,common_s_p_m_t,output
8378,Tell Tim that dinner will be ready in 45 minutes.,0,0,10,49,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,1,4,1,1,SEND_MESSAGE
8379,what s the weather like around laos,0,0,7,35,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,2,0,0,1,0,2,0,0,GetWeather
8380,lets hear some 2009 music,0,0,5,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,2,0,0,PlayMusic
8381,Get Tuesday's discord chat,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,GET_MESSAGE
8382,Get Tues ' due south discord chat,0,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,GET_MESSAGE
8383,when does the next star trek episode come out,0,0,9,45,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,3,0,0,SEARCH
8384,Message Carlos and ask him what was up his wife last Saturday.,0,0,12,62,0,0,0,1,0,0,0,0,0,6,1,0,0,1,0,0,0,1,2,1,4,0,1,SEND_MESSAGE
8385,who wrote the song always be humble and kind,0,0,9,44,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,2,2,2,0,0,SEARCH
8386,who played the astros in the world series in 2017,0,0,10,49,0,0,0,0,0,0,0,1,0,5,1,0,0,1,0,0,1,0,1,0,3,0,0,SEARCH
8387,when was the last time someone won the super bowl back to back,0,0,13,62,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,3,2,4,0,0,SEARCH
8388,how many cracker barrels in the united states,0,0,8,45,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,3,0,0,SEARCH
8389,retrieve my chat requests please,0,0,5,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0,GET_MESSAGE
8390,find my chat requests please,0,0,5,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0,GET_MESSAGE
8391,Text Orville that either way is fine,0,0,7,36,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,3,0,0,SEND_MESSAGE
8392,will it be hot on december 28 in ayr mi,0,0,10,39,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,1,0,0,2,0,3,0,0,GetWeather
8393,how are the member of legislative assembly elected,0,0,8,50,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,1,2,0,0,SEARCH
8394,when does flash come back on season 4 episode 17,0,0,10,48,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3,1,2,0,0,SEARCH
8395,Message Robbie that's good.,0,0,4,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,SEND_MESSAGE
8396,Can you video message my mom and dad?,0,1,8,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,2,0,1,SEND_MESSAGE
8397,tell my dad that I can't make it tonight,0,0,9,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,2,1,1,1,SEND_MESSAGE
8398,what s the weather like in big delta,0,0,8,36,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,2,0,0,1,1,2,0,0,GetWeather
8399,play larry graham sound track,0,0,5,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,3,0,0,PlayMusic
8400,Message Benny if he will be on time tonight.,0,0,9,44,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,1,0,4,0,1,SEND_MESSAGE
8401,Play the last voice message from iMessage,0,0,7,41,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,3,0,2,GET_MESSAGE
8402,Meet the terminal voice message from iMessage,0,0,7,45,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,4,0,2,GET_MESSAGE
8403,Message Kim asking if Elizabeth has left the party yet,0,0,10,54,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,3,1,4,0,1,SEND_MESSAGE
8404,can you send me the weather forecast for malcom,0,0,9,47,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,2,0,1,1,0,3,0,0,GetWeather
8405,who plays cesar in the show on my block,0,0,9,39,1,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,1,0,1,0,3,0,0,SEARCH
8406,who was taken in the year of sorrow,0,0,8,35,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,2,0,2,0,0,SEARCH
8407,which axis nation was the first to surrender,0,0,8,44,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,1,1,0,0,SEARCH
8408,who played the oldest brother in 7th heaven,0,0,8,43,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,2,0,0,SEARCH
8409,use slacker to listen to seventies music,0,0,7,40,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,1,0,4,0,0,PlayMusic
8410,forecast for econfina,0,0,3,21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,GetWeather
8411,what will the weather be in east new market antarctica,0,0,10,54,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,1,0,1,2,3,0,0,GetWeather
8412,what dogs do you breed to get a pitbull,0,0,9,39,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,1,0,0,SEARCH
8413,is it marley and me or marley and i,0,0,9,35,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,3,0,1,0,0,SEARCH
8414,message Angie to let her know I'm waiting at the front entrance of Nordstroms for her,0,0,16,85,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,2,4,1,4,0,1,SEND_MESSAGE
8415,what type of government did rome first have,0,0,8,43,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,3,1,2,0,0,SEARCH
8416,what will the weather be in fl on 1/11/2030,0,0,9,43,0,0,0,1,0,0,0,0,0,6,0,0,1,1,0,1,0,0,1,0,2,0,0,GetWeather
8417,will it be colder in winnebago,0,0,6,30,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,2,0,1,0,0,GetWeather
8418,what does the air gap do on a dishwasher,0,0,9,40,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,2,0,3,0,0,SEARCH
8419,what is the weather forecast close-by bermuda,0,0,7,45,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,2,0,0,2,1,2,0,0,GetWeather
8420,vapor pressure of water at 100c in torr,0,0,8,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,SEARCH
8421,do you have to have a gun permit to shoot at a range,0,0,13,52,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,3,0,0,SEARCH
8422,Send Silas a message that he can mow the yard on Saturday,0,0,12,57,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,5,0,1,SEND_MESSAGE
8423,who choose legislators before the passage of the seventeenth amendment,0,0,10,70,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
8424,listen to power gaming playlist,0,0,5,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,2,0,0,PlayMusic
8425,Let Raul know the time changed from 11 to 12,0,0,10,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,2,0,0,SEND_MESSAGE
8426,how many episodes in season 4 of last ship,0,0,9,42,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,3,0,0,SEARCH
8427,name three large lakes other than the great lakes in the united states,0,0,13,70,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,4,3,0,0,SEARCH
8428,i need a weather forecast for laos at one am,0,0,10,44,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,3,0,0,2,0,4,0,0,GetWeather
8429,play some eighties by amirbai karnataki,0,0,6,39,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,0,3,0,0,PlayMusic
8430,where is the slide placed on the microscope,0,0,8,43,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0,2,0,0,SEARCH
8431,will it be chilly in fiji at ten pm,0,0,9,35,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2,0,0,1,2,2,0,0,GetWeather
8432,how old is the actress who plays phyllis on y&r,0,0,10,47,1,0,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,2,1,4,0,0,SEARCH
8433,play zvooq,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,PlayMusic
8434,Message Courtney and ask him if he wants to go see Tag tonight.,0,0,13,63,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,4,0,4,0,2,SEND_MESSAGE
8435,play top-twenty song from 2015,0,0,5,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,2,0,0,PlayMusic
8436,play ray davies on iheart by only hit it again,0,0,10,46,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,1,2,4,0,0,PlayMusic
8437,first day collection of mission china assamese film,0,0,8,51,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,5,0,0,SEARCH
8438,play me benjamin kowalewicz s top hits,0,0,7,38,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,1,2,3,0,0,PlayMusic
8439,is it going to be hot on oct the 8th 2020 in the neighboring greenland area,0,0,16,75,0,0,0,0,0,0,0,0,1,8,0,0,1,1,0,2,0,0,3,2,2,1,1,GetWeather
8440,ethiopia ellenton has snow weather at eight pm,0,0,8,46,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2,1,3,0,0,GetWeather
8441,has kalina send me any messages this week,0,0,8,41,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,1,3,0,2,0,1,GET_MESSAGE
8442,has kalina ship me any message this week,0,0,8,40,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,0,3,0,2,0,1,GET_MESSAGE
8443,I need you to ask Kat if the Yoga class is still on for tomorrow.,0,0,15,65,0,0,0,0,0,0,0,0,1,7,1,0,0,1,0,0,0,1,3,1,4,0,0,SEND_MESSAGE
8444,"Message Lisa, letting her know I'm running late.",0,0,8,48,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,1,3,0,1,SEND_MESSAGE
8445,Could you make a video message for Cameron James,0,0,9,48,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,4,0,1,SEND_MESSAGE
8446,play pacific ocean blues by john doe on lastfm,0,0,9,46,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,1,6,0,0,PlayMusic
8447,play the most popular 1956 record,0,0,6,33,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,2,1,0,0,PlayMusic
8448,Text Jalilah and tell her the birth of the baby will be tomorrow at 6 am.,0,0,16,73,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,3,0,5,1,1,SEND_MESSAGE
8449,who wrote the theme song for the winter olympics,0,0,9,48,0,0,0,0,0,0,0,1,0,4,0,0,0,1,1,0,0,0,1,0,4,0,0,SEARCH
8450,who was running as vice president in 1984,0,0,8,41,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,2,1,2,0,0,SEARCH
8451,what kind of bike does maverick ride in top gun,0,0,10,47,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,3,1,3,0,0,SEARCH
8452,Let Mom know that I am busy with work.,0,0,9,38,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,3,1,2,0,0,SEND_MESSAGE
8453,Let Susan know we are going to meet at the library for the fundraiser at 5pm,0,0,16,76,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,2,5,0,3,1,1,SEND_MESSAGE
8454,what is the most popular religion in sweden,0,0,8,43,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,0,0,1,2,2,0,0,SEARCH
8455,want to play christina schollin lastfm,0,0,6,38,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,1,3,0,0,PlayMusic
8456,read my new messages.,0,0,4,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,1,0,1,GET_MESSAGE
8457,learn my new content.,0,0,4,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,GET_MESSAGE
8458,where did the chicago bulls used to play,0,0,8,40,0,0,1,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,3,0,2,0,0,SEARCH
8459,play newest robert palmer sound track,0,0,6,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,5,0,0,PlayMusic
8460,who was the first lady nominated member of the rajya sabha,0,0,11,58,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,2,4,0,0,SEARCH
8461,Record the video message now for Lisa.,0,0,7,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,3,0,1,SEND_MESSAGE
8462,tell me when it ll be chillier in cavalero corner id,0,0,11,52,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,4,0,3,1,1,GetWeather
8463,don look back in anger oasis release date,0,0,8,41,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,6,0,0,SEARCH
8464,when was the creature of the black lagoon made,0,0,9,46,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,2,0,0,SEARCH
8465,Keep reading chat requests,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,GET_MESSAGE
8466,Hold reading old world chat requests,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,0,GET_MESSAGE
8467,play some john oates on youtube,0,0,6,31,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,1,0,3,0,0,PlayMusic
8468,who are the characters in yo gabba gabba,0,0,8,40,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,1,0,4,0,0,SEARCH
8469,Tell Lori that I will be at her house after dinner on Friday night.,0,0,14,67,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,2,1,0,6,1,1,SEND_MESSAGE
8470,what type of habitat do komodo dragons live in,0,0,9,46,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,3,0,3,0,0,SEARCH
8471,when did the tradition of playing and watching football games on thanksgiving day first start,0,0,15,93,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,5,1,4,0,0,SEARCH
8472,example of fallacy of argument against the person,0,0,8,49,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,SEARCH
8473,when did the last volcano erupt in iceland,0,0,8,42,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,1,3,0,0,SEARCH
8474,Ask the venue if tickets are still available for the band on Friday night,0,0,14,73,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,2,2,5,0,0,SEND_MESSAGE
8475,play a song by david silveria from 2002 on zvooq,0,0,10,48,0,0,0,0,0,0,0,0,0,4,1,0,0,1,3,0,0,0,1,0,4,0,0,PlayMusic
8476,tell janet that sorority isn't meeting this week,0,0,8,48,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,3,1,3,1,1,SEND_MESSAGE
8477,when was son of a preacher man released,0,0,8,39,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,3,0,0,SEARCH
8478,who played nicky on the drew carey show,0,0,8,39,1,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,1,0,2,0,3,0,0,SEARCH
8479,is cape mount nature conservation unit has storm weather,0,0,9,56,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,3,0,6,0,0,GetWeather
8480,Text April and ask her to meet me at the pool.,0,0,11,46,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,2,2,0,3,0,0,SEND_MESSAGE
8481,will it be overcast in south dakota,0,0,7,35,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,1,1,0,0,GetWeather
8482,bring up chat requests,0,0,4,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,GET_MESSAGE
8483,bring in up chat asking,0,0,5,23,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,0,0,GET_MESSAGE
8484,tell me the weather forecast thirteen seconds from now in ukraine,0,0,11,65,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2,0,0,1,2,4,1,1,GetWeather
8485,is it hot in wind ridge guam,0,0,7,28,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,1,1,3,0,0,GetWeather
8486,when did the celebrities enter the big brother house,0,0,9,52,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,2,1,3,0,0,SEARCH
8487,will it be hotter in my current place in six weeks from now,0,0,13,59,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,1,0,0,1,3,2,0,0,GetWeather
8488,where does the last name pardo originate from,0,0,8,45,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,2,2,0,0,SEARCH
8489,play a melody by avery storm,0,0,6,28,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,3,0,0,PlayMusic
8490,better call saul when will jimmy become saul,0,0,8,44,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,4,0,0,SEARCH
8491,what is the forecast here for september 16,0,0,8,42,0,0,0,1,0,0,0,0,1,5,0,0,0,1,0,1,0,0,1,1,2,0,0,GetWeather
8492,MESSAGE MAGGIE AND ASK WHEN SHE'S GOING TO PICK UP THE COUCH,0,0,12,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,1,2,SEND_MESSAGE
8493,where do the elves go on the boat in lord of the rings,0,0,13,54,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,4,0,0,SEARCH
8494,is it going to blizzard at my current position,0,0,9,46,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,3,1,1,1,1,GetWeather
8495,message sean the he owes me $50 for the tickets,0,0,10,47,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,2,0,1,SEND_MESSAGE
8496,want to know the blizzard weather condition in lake catherine,0,0,10,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,6,0,0,GetWeather
8497,let s listen to the most popular marty friedman songs on zvooq,0,0,12,62,0,0,0,0,0,0,0,0,1,5,2,0,0,0,2,0,0,1,2,3,3,0,0,PlayMusic
8498,play music by antonella barba from the album bath,0,0,9,49,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,6,0,0,PlayMusic
8499,married at first sight australia season 5 how many episodes,0,0,10,59,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,2,4,0,0,SEARCH
8500,what was the name of the horse in steptoe and son,0,0,11,49,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,4,0,0,SEARCH
8501,where is the nfl game in london played,0,0,8,38,0,0,1,0,0,0,0,0,1,4,0,1,1,0,0,0,0,0,2,1,2,0,0,SEARCH
8502,who won holiday baking championship season 4 episode 7,0,0,9,54,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,SEARCH
8503,play music from lastfm,0,0,4,22,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,3,0,0,PlayMusic
8504,The last video message I made needs to be sent to Joe.,0,0,12,54,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,3,2,3,0,1,SEND_MESSAGE
8505,what will the weather be at my current location on december the 2nd 2029,0,0,14,72,0,0,0,1,0,0,0,0,0,8,0,0,0,1,0,2,0,0,1,1,3,0,0,GetWeather
8506,the season when it rains a lot in southern asia,0,0,10,47,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
8507,Did Lynn text me this week?,0,1,6,27,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,3,0,0,GET_MESSAGE
8508,Did Lynn text pine tree state this week?,0,1,8,40,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,7,0,0,GET_MESSAGE
8509,message donna and see if she wants to go to the food festival next month,0,0,15,72,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,3,2,4,0,2,SEND_MESSAGE
8510,is there a storm in new mexico in fort sumner,0,0,10,45,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0,1,0,1,1,4,0,0,GetWeather
8511,Show all messages from iMessages from last week.,0,0,8,48,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,4,0,2,GET_MESSAGE
8512,Display all messages from iMessages from last place week.,0,0,9,57,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,1,5,0,2,GET_MESSAGE
8513,play music from the twenties with slacker,0,0,7,41,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,4,0,0,PlayMusic
8514,will it be cloudy not far from allenton,0,0,8,39,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,2,2,1,0,0,GetWeather
8515,what s the forecast for gamaliel,0,0,6,32,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,1,0,0,1,0,2,0,0,GetWeather
8516,play a wendy carlos song from 2002,0,0,7,34,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,1,1,2,0,0,PlayMusic
8517,i want to book a restaurant in neshanic station nigeria for 06:18:13 pm,0,0,13,71,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,1,1,6,0,0,GetWeather
8518,how many episodes of ben 10 alien force are there,0,0,10,49,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,3,3,0,0,SEARCH
8519,i d like to listen to tom cochrane s 1990 ep on zvooq,0,0,13,53,0,0,0,0,0,0,0,0,1,6,1,0,0,1,2,1,0,0,3,1,4,0,0,PlayMusic
8520,where does blood go when it leaves the pulmonary artery,0,0,10,55,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,2,0,0,SEARCH
8521,who sings i dont want to loose your love tonight,0,0,10,48,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,4,0,3,0,0,SEARCH
8522,will there be cloud coverage at zero am in minami alps koma prefectural natural park,0,0,15,84,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,1,0,0,3,4,4,0,0,GetWeather
8523,can you play a song from the newest movement by prince on lastfm,0,0,13,64,0,0,0,0,0,0,0,0,0,7,0,1,0,0,3,0,0,0,1,1,4,0,0,PlayMusic
8524,who plays the queen of versailles tv series,0,0,8,43,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1,0,4,0,0,SEARCH
8525,who's the girl in what was i thinking video,0,0,9,43,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,1,3,0,0,SEARCH
8526,what is the 7 day for cheat canyon wildlife management area,0,0,11,59,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,0,6,0,0,GetWeather
8527,when did the romanticism period start and end,0,0,8,45,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,4,0,0,SEARCH
8528,Tell minister I will make coffee this week.,0,0,8,43,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,4,1,1,SEND_MESSAGE
8529,play tom baxter tracks,0,0,4,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,PlayMusic
8530,where is the meridian that is opposite the prime meridian located,0,0,11,65,0,0,1,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,3,2,1,0,0,SEARCH
8531,message Mary to see if meeting is cancelled,0,0,8,43,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,3,0,2,SEND_MESSAGE
8532,play sound of love from papa mali,0,0,7,33,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,5,0,0,PlayMusic
8533,what s the weather in mountain center,0,0,7,37,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,0,3,0,0,GetWeather
8534,what is the average time in hospice care,0,0,8,40,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,1,1,1,3,0,0,SEARCH
8535,play the greatest from win stracke on groove shark,0,0,9,50,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,1,2,3,0,0,PlayMusic
8536,play the latest melody from cliff edwards on deezer,0,0,9,51,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,1,1,4,0,0,PlayMusic
8537,Message Russell we could use your tents for the children when camping,0,0,12,69,0,1,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,2,0,4,0,1,SEND_MESSAGE
8538,what s the weather on groundhog day in slovenia,0,0,9,47,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,1,0,0,1,1,3,0,0,GetWeather
8539,message kahlil and say that it's not a good time to have guests over tonight. next time,0,0,17,87,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,3,3,6,0,1,SEND_MESSAGE
8540,send a message to my wife tell her i will be a bit late to our son's bake sale today,0,0,20,84,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,2,2,1,8,1,2,SEND_MESSAGE
8541,Grab me the texts in the dog group,0,0,8,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,3,0,0,GET_MESSAGE
8542,Seize me the texts in the dog mathematical group,0,0,9,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,2,2,0,0,GET_MESSAGE
8543,Message David and tell him it is 2 hours and 5 minutes from his location to mine,0,0,17,80,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,3,0,5,1,2,SEND_MESSAGE
8544,Remind my sister we are supposed to meet at Halfitme tonight to discuss the birthday party,0,0,16,90,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,4,5,0,5,0,0,SEND_MESSAGE
8545,who sings she's like the wind lyrics,0,0,7,36,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,2,0,2,0,0,SEARCH
8546,what will the weather be like 56 weeks from now will there be sun in tabor,0,0,16,74,0,0,0,1,0,0,0,0,0,10,0,0,1,1,0,2,0,0,3,2,3,0,0,GetWeather
8547,Send a message to Coach Nick and ask what time the game is at.,0,0,14,62,0,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,0,2,3,0,5,0,1,SEND_MESSAGE
8548,who did the united states fight against in world war ii,0,0,11,55,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,1,0,2,1,4,0,0,SEARCH
8549,play a 2001 tune,0,0,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,1,0,0,PlayMusic
