,Intent,Query,Param
5889,GET_MESSAGE,Display all texts,[SL:AMOUNT all ] texts 
5890,PlayMusic,play some chant from 1974,chant 1974
5891,GetWeather,tell me the weather forecast for france,france
5892,GET_MESSAGE,Get me latest messages from comedy club chat,[SL:ORDINAL latest ] messages from [SL:GROUP comedy club ] chat 
5893,PlayMusic,play the most popular sound track from the 2006,most popular sound track 2006
5894,GetWeather,will it be hot on december 28 in ayr mi,hot december 28 ayr mi
5895,PlayMusic,will you play a ballad from mahalaxmi iyer,ballad mahalaxmi iyer
5896,GetWeather,will the weather be temperate 22 minutes from now in alba,temperate 22 minutes from now alba
5897,GET_MESSAGE,Did Kelly message me this week?,[SL:SENDER Kelly ] message [SL:RECIPIENT me ] [SL:DATE_TIME this week ] ? 
5898,PlayMusic,play bra vibrationer by dean,bra vibrationer dean
5899,GetWeather,tell me if there will be hail at tea time in nordland,hail tea nordland
5900,SEND_MESSAGE,Send Mary a thank you message.,[SL:RECIPIENT Mary ] a [SL:CONTENT_EXACT thank you ] message . 
5901,GET_MESSAGE,are there chats now?,
5902,GetWeather,will it snowstorm in lampi island marine national park,snowstorm lampi island marine national park
5903,GetWeather,when will it be warmer in white horse mauritius,warmer white horse mauritius
5904,GET_MESSAGE,Give me messages from the volleyball team thread.,[SL:GROUP volleyball ] team thread . 
5905,GET_MESSAGE,Read today's messages.,[SL:DATE_TIME today ] 's messages . 
5906,SEND_MESSAGE,Message my aunt and tell her that I'll bring a pie to her BET viewing party,[SL:RECIPIENT 
5907,GET_MESSAGE,did ryan message me yesterday,[SL:SENDER ryan ] message [SL:RECIPIENT me ] [SL:DATE_TIME yesterday ] 
5908,GetWeather,is it chilly in charenton ny,chilly charenton ny
5909,GET_MESSAGE,view my chats please,
5910,PlayMusic,play shake your head,shake your head
5911,PlayMusic,can you play a song by ken,song ken
5912,GET_MESSAGE,Tell me what new messages there are,[SL:TAG_MESSAGE new ] messages there are 
5913,SEND_MESSAGE,Send a message to Wiley that the service begins at 11am,[SL:RECIPIENT Wiley ] that [SL:CONTENT_EXACT the service begins at 11 am ] 
5914,GetWeather,what will the weather be like in the bahamas eleven years and a half from now,bahamas eleven years and a half from now
5915,PlayMusic,play the edge by deezer on vans warped tour compilation 2003,the edge deezer vans warped tour compilation 2003
5916,GET_MESSAGE,Who sent me that voice message?,[SL:RECIPIENT me ] that [SL:TYPE_CONTENT voice ] message ? 
5917,SEND_MESSAGE,Message Bill to see if he can meet up in NYC for lunch on Wednesday.,[SL:RECIPIENT Bill ] to see if [SL:CONTENT_EXACT he can meet up in NYC for lunch on Wednesday ] . 
5918,GetWeather,is there a depression in solromar on december 7 2033,depression solromar december 7 2033
5919,PlayMusic,play 1990 tunes on groove shark,1990 groove shark
5920,GET_MESSAGE,bring up chat requests,
5921,PlayMusic,play the music of melody of 1997 in itunes,melody 1997 itunes
5922,PlayMusic,play masashi hamauzu s newest symphony on itunes,masashi hamauzu newest symphony itunes
5923,PlayMusic,play a song by electric tones from their kurutta taiyō album on last fm,song electric tones kurutta taiyō album last fm
5924,GetWeather,is cape mount nature conservation unit has storm weather,cape mount nature conservation unit storm
5925,GetWeather,what is the weather like in midfield iowa today,midfield iowa today
5926,PlayMusic,play some seventies dj colette,seventies dj colette
5927,SEND_MESSAGE,Message Delali and ask what the name of his fortnite group is,[SL:RECIPIENT Delali ] and ask [SL:CONTENT_EXACT what the name of his fortnite group is ] 
5928,PlayMusic,i want to hear something off fist for fight by rushton moreve on youtube,fist for fight rushton moreve youtube
5929,PlayMusic,i want to hear some music from groove shark,groove shark
5930,GET_MESSAGE,Show texts in the church chat this week,[SL:GROUP church ] chat [SL:DATE_TIME this week ] 
5931,SEND_MESSAGE,Drop a video message to Jenn's number.,[SL:TYPE_CONTENT video ] message to [SL:RECIPIENT Jenn ] 's number . 
5932,GetWeather,tell me if snow is in the forecast for teterville,snow teterville
5933,SEND_MESSAGE,Send a message to Terrance saying that I will be 5 minutes early.,[SL:RECIPIENT Terrance ] saying that [SL:CONTENT_EXACT I will be 5 minutes early ] . 
5934,PlayMusic,play music from the seventies,seventies
5935,SEND_MESSAGE,Send a message to Mary that I am stuck in traffic,[SL:RECIPIENT Mary ] that [SL:CONTENT_EXACT I am stuck in traffic ] 
5936,GET_MESSAGE,Get all new texts,[SL:AMOUNT all ] [SL:TAG_MESSAGE new ] texts 
5937,GetWeather,what s the weather in totowa wy one minute from now,totowa wy one minute from now
5938,GetWeather,is it chillier at narew national park,chillier narew national park
5939,GetWeather,what will the weather be like at noon in brunei,noon brunei
5940,SEND_MESSAGE,Ask Jennifer if she will be able to go to the parade on Sunday.,[SL:RECIPIENT Jennifer ] if [SL:CONTENT_EXACT she will be able to go to the parade on Sunday ] . 
5941,GetWeather,tell me when it will be warmer in my current position,warmer current position
5942,PlayMusic,play ray davies on iheart by only hit it again,ray davies iheart hit it again
5943,SEND_MESSAGE,message james that the fun run is on saturday at 6am in washington park,[SL:RECIPIENT james ] that [SL:CONTENT_EXACT the fun run is on saturday at 6 am in washington park ] 
5944,PlayMusic,play the top-5 sort of ballad music from 2012,top-5 ballad 2012
5945,PlayMusic,play some 1987 edie brickell,1987 edie brickell
5946,GetWeather,what will the weather be in peru,peru
5947,GET_MESSAGE,view my chat requests,
5948,PlayMusic,play me a song from 2008,song 2008
5949,SEND_MESSAGE,message to my staff that the meeting has been moved from boardroom to my office,[SL:RECIPIENT my staff ] that [SL:CONTENT_EXACT the meeting has been moved from boardroom to my office ] 
5950,SEND_MESSAGE,message tiana and ask if she's going to the festival next weekend,[SL:RECIPIENT tiana ] and ask if [SL:CONTENT_EXACT she 's going to the festival next weekend ] 
5951,SEND_MESSAGE,"Ask Kim if tomorrow is a dress up day at work, and when my next off day is.","[SL:RECIPIENT Kim ] if [SL:CONTENT_EXACT tomorrow is a dress up day at work , and when my next off day is ] . "
5952,GetWeather,what is the storm forecast for now in jordan,storm now jordan
5953,SEND_MESSAGE,The closest Sonic Drive-in is 3 miles from my place and I want you to inform that to Robert.,[SL:CONTENT_EXACT The closest Sonic Drive - in is 3 miles from my place ] and I want you to inform that to [SL:RECIPIENT Robert ] . 
5954,GetWeather,give me the forecast for here on february the sixteenth 2022,here february the sixteenth 2022
5955,SEND_MESSAGE,tell my dad that I can't make it tonight,[SL:RECIPIENT 
5956,GetWeather,will it be foggy in the same area of parc provincial kettle lakes on february the thirteenth 2018,foggy in the same area parc provincial kettle lakes february the thirteenth 2018
5957,GET_MESSAGE,Show me messages from the Greek group.,[SL:GROUP Greek ] group . 
5958,GET_MESSAGE,Get me any new messages from the home improvement thread,[SL:TAG_MESSAGE new ] messages from the [SL:GROUP home improvement ] thread 
5959,GetWeather,what is the weather in gipsy-gordon wildland park,gipsy-gordon wildland park
5960,PlayMusic,i want to hear ding dong bell on groove shark,ding dong bell groove shark
5961,GetWeather,will it be snowy in parnell,snowy parnell
5962,PlayMusic,play some psychedelic rock,psychedelic rock
5963,SEND_MESSAGE,"Message Poppy, tell him I've got the ballgame set to record, so don't send me any spoilers","[SL:RECIPIENT Poppy ] , tell him [SL:CONTENT_EXACT I've got the ballgame set to record , so don't send me any spoilers ] "
5964,PlayMusic,play music year 2016 by artist michiru yamane,2016 michiru yamane
5965,GetWeather,what s the weather in 10 months in nam kading national protected area,in 10 months nam kading national protected area
5966,SEND_MESSAGE,MESSAGE MY COUSINS TO ASK IF THEY'D LIKE TO GOT TO MY SON'S PLAY NEXT WEEK,[SL:RECIPIENT 
5967,GetWeather,show me the forecast for anatone louisiana on november 7th,anatone louisiana november 7th
5968,PlayMusic,please play got the time,got the time
5969,SEND_MESSAGE,Ask Joe how the meeting went today.,[SL:RECIPIENT Joe ] [SL:CONTENT_EXACT how the meeting went today ] . 
5970,PlayMusic,play acid punk music,acid punk
5971,GetWeather,will it get cold in nationalpark mu ko phetra,cold nationalpark mu ko phetra
5972,GET_MESSAGE,Did I text Jim yesterday?,[SL:SENDER I ] text [SL:RECIPIENT Jim ] [SL:DATE_TIME yesterday ] ? 
5973,GET_MESSAGE,can you show me chats,
5974,PlayMusic,play some sabah from the eighties,sabah eighties
5975,GET_MESSAGE,Open Fio's video message on Skype.,[SL:SENDER Fio ] 's [SL:TYPE_CONTENT video ] message on [SL:RESOURCE Skype ] . 
5976,GetWeather,what is the weather forecast in ulen on mar 2nd 2035,ulen mar 2nd 2035
5977,SEND_MESSAGE,Send a message to Catelyn asking what time she will be here.,[SL:RECIPIENT Catelyn ] asking [SL:CONTENT_EXACT what time she will be here ] . 
5978,GetWeather,what will the weather be here 14 minutes from now within walking distance,here 14 minutes from now within walking distance
5979,PlayMusic,play music off youtube,youtube
5980,GetWeather,show weather forecast for lewis center,lewis center
5981,SEND_MESSAGE,Please message Michelle and tell her we have changed our place to meet.,[SL:RECIPIENT Michelle ] and tell her [SL:CONTENT_EXACT we have changed our place to meet ] . 
5982,GET_MESSAGE,Read my chats,
5983,GetWeather,show me the forecast for wisconsin,wisconsin
5984,SEND_MESSAGE,Tell Andy that I can help with the Algebra homework during the weekends.,[SL:RECIPIENT Andy ] that [SL:CONTENT_EXACT I can help with the Algebra homework during the weekends ] . 
5985,GetWeather,what s the weather like in boca raton ia,boca raton ia
5986,PlayMusic,play fifties movement songs by fabio on last fm,fifties movement fabio last fm
5987,PlayMusic,play solange 2016 album,2016 album
5988,PlayMusic,open netflix and find a movie with the song heartful,netflix song heartful
5989,SEND_MESSAGE,Send a message to all my friends telling them to come to my house tonight for a party.,[SL:RECIPIENT 
5990,SEND_MESSAGE,The road conditions in the upper level of Mount Rainier are still slippery suggest caution sent to Chris and Rob,[SL:CONTENT_EXACT The road conditions in the upper level of Mount Rainier are still slippery suggest caution ] sent to [SL:RECIPIENT Chris ] and [SL:RECIPIENT Rob ] 
5991,SEND_MESSAGE,Let my grandma know that the snow storm is preventing me from driving to her Christmas party.,[SL:RECIPIENT 
5992,PlayMusic,play justin broadrick s music on slacker,justin broadrick slacker
5993,GetWeather,is it freezing near medley,freezing near medley
5994,SEND_MESSAGE,Message Jack “damn Daniel”,[SL:RECIPIENT Jack ] “ [SL:CONTENT_EXACT damn Daniel ] ” 
5995,PlayMusic,play zvooq,zvooq
5996,SEND_MESSAGE,ask bob where are his whereabouts,[SL:RECIPIENT bob ] [SL:CONTENT_EXACT where are his whereabouts ] 
5997,SEND_MESSAGE,message kaeleigh that the pet adoption event is on Sunday at petsmart from 1-3,[SL:RECIPIENT kaeleigh ] that [SL:CONTENT_EXACT the pet adoption event is on Sunday at petsmart from 1 - 3 ] 
5998,GetWeather,does wildorado have a hot temperature,wildorado hot
5999,GET_MESSAGE,Check chat requests now,
6000,GET_MESSAGE,bring up chat requests now,
6001,GetWeather,tell me the forecast in the same area here on robert e lee s birthday,in the same area here robert e lee s birthday
6002,SEND_MESSAGE,ask joy to share photos with me,[SL:RECIPIENT joy ] to [SL:CONTENT_EXACT share photos with me ] 
6003,GetWeather,will the weather be stormy on january the 15th 2026 in the federated states of micronesia,stormy january the 15th 2026 federated states of micronesia
6004,GetWeather,what s the weather look like for mh,mh
6005,PlayMusic,play yusef lateef songs from the fifties,yusef lateef fifties
6006,SEND_MESSAGE,message Rebecca that Washingon High School's first play of the year will be on September 30th,[SL:RECIPIENT Rebecca ] that [SL:CONTENT_EXACT Washingon High School 's first play of the year will be on September 30th ] 
6007,PlayMusic,play the sound track by ferry corsten,sound track ferry corsten
6008,SEND_MESSAGE,Message Teela asking if she wants to meet me at Arby's at 5:30.,[SL:RECIPIENT Teela ] asking if [SL:CONTENT_EXACT she wants to meet me at Arby 's at 5 : 30 ] . 
6009,PlayMusic,i d like to hear the last song fro willa ford,last song willa ford
6010,GetWeather,is the forecast colder in idaho 1 second from now,colder idaho 1 second from now
6011,GetWeather,what is the sri lanka forecast for snow,sri lanka snow
6012,GET_MESSAGE,Please read my messages to me,
6013,PlayMusic,play got to be free by madeleine peyroux,got to be free madeleine peyroux
6014,SEND_MESSAGE,Tell Kitty to meet me downstairs now,[SL:RECIPIENT Kitty ] to [SL:CONTENT_EXACT meet me downstairs now ] 
6015,GetWeather,tell me the weather forecast for northern mariana islands one second from now,northern mariana islands one second from now
6016,SEND_MESSAGE,could we send Carter a video message please,[SL:RECIPIENT Carter ] a [SL:TYPE_CONTENT video ] message please 
6017,GetWeather,forecast for my current location at 6,current location 6
6018,SEND_MESSAGE,Message Robbie that's good.,[SL:RECIPIENT Robbie ] [SL:CONTENT_EXACT that 's good ] . 
6019,SEND_MESSAGE,Message my brother that we need to be at the show early tomorrow.,[SL:RECIPIENT 
6020,PlayMusic,play 90s love songs on youtube,90s love songs youtube
6021,GetWeather,can you give me the forecast for 10:15 in paraguay,10:15 paraguay
6022,SEND_MESSAGE,Message Dillon ask him to pick up milk,[SL:RECIPIENT Dillon ] ask him to [SL:CONTENT_EXACT pick up milk ] 
6023,SEND_MESSAGE,Message Krystal that I don't want to do this anymore.,[SL:RECIPIENT Krystal ] that [SL:CONTENT_EXACT I don't want to do this anymore ] . 
6024,PlayMusic,play the album sauna on zvooq,album sauna zvooq
6025,GET_MESSAGE,What texts do I have?,[SL:RECIPIENT I ] have ? 
6026,GetWeather,will it be foggy on the town meeting day vermont in angola,foggy town meeting day vermont angola
6027,PlayMusic,i want to listen to my spain top 50 playlist on groove shark,spain top 50 groove shark
6028,PlayMusic,play the monkeys have no tails in zamboanga on google music,the monkeys have no tails in zamboanga google music
6029,GetWeather,will it be sunny in eyota hawaii on february seventh 2025,sunny eyota hawaii february seventh 2025
6030,PlayMusic,can you play some weird music from the noise genre,noise
6031,SEND_MESSAGE,message Sara and tell her to meet us at the game at 7,[SL:RECIPIENT Sara ] and tell her to [SL:CONTENT_EXACT meet us at the game at 7 ] 
6032,SEND_MESSAGE,I'd like to record and send a video message to June,[SL:TYPE_CONTENT video ] message to [SL:RECIPIENT June ] 
6033,PlayMusic,play say a word by la india,say a word la india
6034,SEND_MESSAGE,Ask Sally what time the movie starts,[SL:RECIPIENT Sally ] [SL:CONTENT_EXACT what time the movie starts ] 
6035,SEND_MESSAGE,Message mom and let her know there is a 2 hour delay on I-40,[SL:RECIPIENT 
6036,SEND_MESSAGE,Message joe asking if he is going to be late for the game,[SL:RECIPIENT joe ] asking if [SL:CONTENT_EXACT he is going to be late for the game ] 
6037,PlayMusic,i d like to hear cry baby cry by ally kerr,cry baby cry ally kerr
6038,PlayMusic,play fifties from sirusho harutyunyan,fifties sirusho harutyunyan
6039,SEND_MESSAGE,Text mom that I am running 15 minutes late,[SL:RECIPIENT 
6040,GET_MESSAGE,Please find texts from Sam,[SL:SENDER Sam ] 
6041,SEND_MESSAGE,Advise Trish in the message to come prepared to Thursday's legal proceedings.,[SL:RECIPIENT Trish ] in the message to [SL:CONTENT_EXACT come prepared to Thursday 's legal proceedings ] . 
6042,SEND_MESSAGE,Ask Evelyn where the party is this weekend,[SL:RECIPIENT Evelyn ] [SL:CONTENT_EXACT where the party is this weekend ] 
6043,GetWeather,will there be fog tonight at beamer memorial conservation area,fog tonight beamer memorial conservation area
6044,SEND_MESSAGE,ask casey how many performers are going to be at the show tonight,[SL:RECIPIENT casey ] [SL:CONTENT_EXACT how many performers are going to be at the show tonight ] 
6045,SEND_MESSAGE,Message Ashlee and ask her what time the basketball game starts tonight.,[SL:RECIPIENT Ashlee ] and ask her [SL:CONTENT_EXACT what time the basketball game starts tonight ] . 
6046,PlayMusic,play a tune from space mandino,tune space mandino
6047,SEND_MESSAGE,Ask Alex if he wants to go bowling next weekend.,[SL:RECIPIENT Alex ] [SL:CONTENT_EXACT if he wants to go bowling next weekend ] . 
6048,GetWeather,what s the weather forecast for anniston,anniston
6049,SEND_MESSAGE,message carly that the roads are gettin slick. she might want to stay home today,[SL:RECIPIENT carly ] that [SL:CONTENT_EXACT the roads are gettin slick . she might want to stay home today ] 
6050,GetWeather,what s the weather looking like right now in croatia,now croatia
6051,SEND_MESSAGE,MESSAGE MY COUSINS TO ASK IF THEY'D LIKE TO GOT TO MY SON'S PLAY NEXT WEEK,[SL:RECIPIENT 
6052,SEND_MESSAGE,"Message Jenn and say I went to the store already, just come home.","[SL:RECIPIENT Jenn ] and say [SL:CONTENT_EXACT I went to the store already , just come home ] . "
6053,GetWeather,what is the weather forecast in 2 seconds for south carolina,in 2 seconds south carolina
6054,SEND_MESSAGE,tell jay i will not be in today,[SL:RECIPIENT jay ] [SL:CONTENT_EXACT i will not be in today ] 
6055,GetWeather,is it going to be hot on oct the 8th 2020 in the neighboring greenland area,hot oct the 8th 2020 neighboring greenland area
6056,GetWeather,tell me the weather for sewickley at twelve am,sewickley twelve am
6057,GET_MESSAGE,Read my chat requests,
6058,GET_MESSAGE,Who sent me a message through messenger?,[SL:RECIPIENT me ] a message through [SL:RESOURCE messenger ] ? 
6059,SEND_MESSAGE,send message to lynette asking her what she bought gabby for the bridal shower,[SL:RECIPIENT lynette ] asking her [SL:CONTENT_EXACT what she bought gabby for the bridal shower ] 
6060,SEND_MESSAGE,Send Sally a message that I got 2 tickets to Bruno Mars,[SL:RECIPIENT Sally ] a message that [SL:CONTENT_EXACT I got 2 tickets to Bruno Mars ] 
6061,SEND_MESSAGE,Hey Bot! Message Saji that I loved her pictures of her garden.,[SL:RECIPIENT Saji ] that [SL:CONTENT_EXACT I loved her pictures of her garden ] . 
6062,GetWeather,how hot is it in pesotum,hot pesotum
6063,SEND_MESSAGE,ask jessica if she will be late,[SL:RECIPIENT jessica ] if [SL:CONTENT_EXACT she will be late ] 
6064,GET_MESSAGE,Show the contact that messaged me this morning,[SL:RECIPIENT me ] [SL:DATE_TIME this morning ] 
6065,GET_MESSAGE,Read the new messages from Arts and Crafts chat.,[SL:TAG_MESSAGE new ] messages from [SL:GROUP Arts and Crafts ] chat . 
6066,GetWeather,will it rain on jan 18th 2029 in kanopolis arkansas,rain jan 18th 2029 kanopolis arkansas
6067,GET_MESSAGE,start chats,
6068,PlayMusic,open youtube and play nanana from massimo altomare,youtube nanana massimo altomare
6069,SEND_MESSAGE,Ask Chad if he is going to the Colts home opener,[SL:RECIPIENT Chad ] if [SL:CONTENT_EXACT he is going to the Colts home opener ] 
6070,GetWeather,tell me if it ll be chillier in 3 minutes here,chillier in 3 minutes here
6071,GetWeather,tell me if it ll be temperate three hours from now in bonaire,temperate three hours from now bonaire
6072,PlayMusic,open itunes and play bad attitude,itunes bad attitude
6073,PlayMusic,play anweshaa by the new first,anweshaa new
6074,SEND_MESSAGE,Message Abby and say hi,[SL:RECIPIENT Abby ] and say [SL:CONTENT_EXACT hi ] 
6075,GET_MESSAGE,please open chats,
6076,SEND_MESSAGE,Send a message to Brian asking where we are meeting up tonight.,[SL:RECIPIENT Brian ] asking [SL:CONTENT_EXACT where we are meeting up tonight ] . 
6077,GetWeather,is it hot in zephyrhills,hot zephyrhills
6078,SEND_MESSAGE,Send a message to Lisa that I am at work,[SL:RECIPIENT Lisa ] that [SL:CONTENT_EXACT I am at work ] 
6079,PlayMusic,play a 1977 record by bitty mclean on google music,1977 record bitty mclean google music
6080,GetWeather,is it supposed to be sunny here,sunny here
6081,PlayMusic,play some dance music,dance
6082,PlayMusic,i want to hear popular music from martin lopez,popular martin lopez
6083,GetWeather,what will the weather conditions be in hahntown wyoming at 1,hahntown wyoming 1
6084,GetWeather,give me the weather forecast for zambia,zambia
6085,PlayMusic,use netflix to play a record by emil gilels from year 2015,netflix record emil gilels 2015
6086,SEND_MESSAGE,Send a message to Gary and Geraldine asking them to meet me at Fulton's after the concert,[SL:RECIPIENT Gary ] and [SL:RECIPIENT Geraldine ] asking them to [SL:CONTENT_EXACT meet me at Fulton 's after the concert ] 
6087,SEND_MESSAGE,Send a message to Jerry letting him know we are out of bread and milk at home.,[SL:RECIPIENT Jerry ] letting him know [SL:CONTENT_EXACT we are out of bread and milk at home ] . 
6088,PlayMusic,play bra vibrationer by dean,bra vibrationer dean
6089,GET_MESSAGE,can you display chats,
6090,GET_MESSAGE,switch to my chat requests,
6091,GetWeather,can you send me the weather forecast for malcom,malcom
6092,GetWeather,what is the 00:00 pm forecast for blizzard conditions in cameroon,00:00 pm blizzard cameroon
6093,SEND_MESSAGE,send a video message to everyone in my phone,[SL:TYPE_CONTENT video ] message to [SL:RECIPIENT everyone in my phone ] 
6094,PlayMusic,i want to hear rock bottom by playa fly on slacker,rock bottom playa fly slacker
6095,SEND_MESSAGE,Send a message asking if Steve has my phone.,[SL:CONTENT_EXACT Steve has my phone ] . 
6096,SEND_MESSAGE,Message to Shana to meet at the Reload for a few drinks.,[SL:RECIPIENT Shana ] to [SL:CONTENT_EXACT meet at the Reload for a few drinks ] . 
6097,GET_MESSAGE,Please show my newest texts,[SL:TAG_MESSAGE newest ] texts 
6098,GetWeather,what will the weather be like in farmington canal state park trail,farmington canal state park trail
6099,GetWeather,will it rain in barberville,rain barberville
6100,PlayMusic,play the playlist feel good dinner,feel good dinner
6101,SEND_MESSAGE,Message Jason that choir practice starts at 7 pm Wednesday,[SL:RECIPIENT Jason ] that [SL:CONTENT_EXACT choir practice starts at 7 pm Wednesday ] 
6102,PlayMusic,play me a song from the sixties,song sixties
6103,PlayMusic,play a ballad by owen pallett from the seventies on slacker,ballad owen pallett seventies slacker
6104,PlayMusic,play me a sound track by bert mccracken on zvooq,sound track bert mccracken zvooq
6105,GetWeather,is the weather chilly in dew de,chilly dew de
6106,GET_MESSAGE,Read yesterday’s Mosaics thread.,[SL:DATE_TIME yesterday ] ’s [SL:GROUP Mosaics ] thread . 
6107,GetWeather,will it be chilly in penuelas indonesia on nov 26th 2030,chilly penuelas indonesia nov 26th 2030
6108,GET_MESSAGE,Display messages from the gaming group chat.,[SL:GROUP gaming ] group chat . 
6109,SEND_MESSAGE,Ask Rick if the roads are clear near his house.,[SL:RECIPIENT Rick ] if [SL:CONTENT_EXACT the roads are clear near his house ] . 
6110,SEND_MESSAGE,Tell Bud he will need to leave for the concert by 4 to beat rush hour,[SL:RECIPIENT Bud ] [SL:CONTENT_EXACT he will need to leave for the concert by 4 to beat rush hour ] 
6111,GET_MESSAGE,Do I have new messages from my niece?,[SL:RECIPIENT I ] have [SL:TAG_MESSAGE new ] messages from [SL:SENDER 
6112,GetWeather,is it going to be chilly today in abo wi,chilly today abo wi
6113,GET_MESSAGE,Did Susan text me on Facebook?,[SL:SENDER Susan ] text [SL:RECIPIENT me ] on [SL:RESOURCE Facebook ] ? 
6114,GetWeather,will it be chilly in cistern,chilly cistern
6115,PlayMusic,play randy castillo s music from 1952,randy castillo 1952
6116,SEND_MESSAGE,Tell the family that we are meeting at Iroquois Amphitheater on Saturday at 2.,[SL:RECIPIENT 
6117,GetWeather,what will the weather be in port costa fm will it be foggy,port costa fm foggy
6118,SEND_MESSAGE,text danny and tell him sam is on his way home from camp already,[SL:RECIPIENT danny ] and tell him [SL:CONTENT_EXACT sam is on his way home from camp already ] 
6119,PlayMusic,play my entertaining playlist,entertaining
6120,PlayMusic,play a twenties song,twenties song
6121,SEND_MESSAGE,Send message to Raymond asking him what time the real estate seminar starts on Friday.,[SL:RECIPIENT Raymond ] asking him [SL:CONTENT_EXACT what time the real estate seminar starts on Friday ] . 
6122,PlayMusic,play music by paul mccartney,paul mccartney
6123,GetWeather,will it be hotter in md on apr 10th,hotter md apr 10th
6124,SEND_MESSAGE,Send Josh a message and tell him I am 15 minutes away from work,[SL:RECIPIENT Josh ] a message and tell him [SL:CONTENT_EXACT I am 15 minutes away from work ] 
6125,SEND_MESSAGE,text mona that i will call her back after i finish this call with hank,[SL:RECIPIENT mona ] that [SL:CONTENT_EXACT i will call her back after i finish this call with hank ] 
6126,GetWeather,will it rain today in french southern territories of highland beach,rain today french southern territories highland beach
6127,PlayMusic,play darude,darude
6128,GET_MESSAGE,Get my WhatsApp messages from Tuesday,[SL:RESOURCE WhatsApp ] messages [SL:DATE_TIME from Tuesday ] 
6129,GetWeather,is it going to be hot in lexington-fayette,hot lexington-fayette
6130,PlayMusic,play me a 1957 ep,1957 ep
6131,PlayMusic,i want to hear sia furler s popular songs on last fm,sia furler popular last fm
6132,GetWeather,let me get the forecast in allardt canada,allardt canada
6133,GetWeather,is it forecast to be rainy in winchell mississippi,rainy winchell mississippi
6134,SEND_MESSAGE,I want Lance to come over email him using his Flap group info.,[SL:RECIPIENT Lance ] to [SL:CONTENT_EXACT come over ] email him using his Flap group info . 
6135,GetWeather,what will the weather by close by the current position at 02:02:30,close current position 02:02:30
6136,GetWeather,how is colder in city of rocks state park around 03:43 pm,colder city of rocks state park 03:43 pm
6137,PlayMusic,play symphony music from joe dolce,symphony joe dolce
6138,PlayMusic,play music from lastfm,lastfm
6139,SEND_MESSAGE,message everyone that i might be about ten minutes late,[SL:RECIPIENT everyone ] that [SL:CONTENT_EXACT i might be about ten minutes late ] 
6140,SEND_MESSAGE,Ask Kathy if she's going to meet me at the pool tomorrow.,[SL:RECIPIENT Kathy ] if [SL:CONTENT_EXACT she 's going to meet me at the pool tomorrow ] . 
6141,PlayMusic,play some music from the thirties,thirties
6142,GetWeather,what s the forecast for little silver,little silver
6143,GetWeather,tell me the weather forecast for equatorial guinea,equatorial guinea
6144,GET_MESSAGE,Show me messages from Deborah,[SL:SENDER Deborah ] 
6145,PlayMusic,play lighter by pamela jintana racine,lighter pamela jintana racine
6146,SEND_MESSAGE,Message Liam asking if he has my keys.,[SL:RECIPIENT Liam ] asking if [SL:CONTENT_EXACT he has my keys ] . 
6147,PlayMusic,please play something on last fm,last fm
6148,GetWeather,i need to know the weather seven weeks from now in morgan–monroe state forest,seven weeks from now morgan–monroe state forest
6149,GET_MESSAGE,bring up chat requests,
6150,GetWeather,what s the weather forecast for next week at my current position,next week current position
6151,SEND_MESSAGE,Ask Laura when we should arrive for the conference and where to meet.,[SL:RECIPIENT Laura ] [SL:CONTENT_EXACT when we should arrive for the conference and where to meet ] . 
6152,GET_MESSAGE,go to whatsapp messages,[SL:RESOURCE whatsapp ] messages 
6153,GetWeather,what is the weather forecast in pinson south dakota,pinson south dakota
6154,SEND_MESSAGE,Message Donna and ask when dinner is,[SL:RECIPIENT Donna ] and ask [SL:CONTENT_EXACT when dinner is ] 
6155,PlayMusic,play music by country dick montana,country dick montana
6156,PlayMusic,play the top song from damon albarn using slacker,top song damon albarn slacker
6157,GET_MESSAGE,Read that message.,
6158,PlayMusic,play some gothic rock,gothic rock
6159,GET_MESSAGE,show instagram messages,[SL:RESOURCE instagram ] messages 
6160,SEND_MESSAGE,Tell Trish that our dinner reservations will expire in 3 hours.,[SL:RECIPIENT Trish ] that [SL:CONTENT_EXACT our dinner reservations will expire in 3 hours ] . 
6161,PlayMusic,play larry graham sound track,larry graham sound track
6162,GetWeather,tell me the weather forecast for wy,wy
6163,SEND_MESSAGE,Ask Morgan if she has seen my glasses,[SL:RECIPIENT Morgan ] if [SL:CONTENT_EXACT she has seen my glasses ] 
6164,GetWeather,is it going to get colder at my current location by 10 am,colder current location 10 am
6165,GET_MESSAGE,Can you display my new messages?,[SL:TAG_MESSAGE new ] messages ? 
6166,GET_MESSAGE,launch my chats,
6167,SEND_MESSAGE,let Seyla know that there are storms in Tampa so she may be delayed in driving down from Atlanta,[SL:RECIPIENT Seyla ] know that [SL:CONTENT_EXACT there are storms in Tampa so she may be delayed in driving down from Atlanta ] 
6168,GetWeather,what is the forecast for warm weather in carl,warm carl
6169,SEND_MESSAGE,Ask Marcus what time he will reach my current location.,[SL:RECIPIENT Marcus ] [SL:CONTENT_EXACT what time he will reach my current location ] . 
6170,GetWeather,tell me if it ll be chillier now in engadine,chillier now engadine
6171,GetWeather,is it going to be warm here,warm here
6172,PlayMusic,play vimeo 2009 by desmond dekker,vimeo 2009 desmond dekker
6173,PlayMusic,open vimeo and play lee mellor good songs,vimeo lee mellor good
