index,query,ExclamationMark,QuestionMark,countWords,countChars,how,when,where,what,whose,which,why,who,count am-is-are,count stop words,PERSON,ORG,GPE,DATE,count music common,count weather common,count get common,count send common,VRB,ADJ,NON,common_t_g,common_s_p_m_t,output
9513,play some 1954 songs on my itunes,0,0,7,33,0,0,0,0,0,0,0,0,0,3,0,1,0,1,2,0,0,0,1,0,2,0,0,PlayMusic
9514,Let my aunt know construction is delaying the traffic I will be late,0,0,13,68,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2,4,2,3,0,0,SEND_MESSAGE
9515,play steven reineke greatest soundtrack on youtube,0,0,7,50,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,1,2,3,0,0,PlayMusic
9516,where was the last scene of the danish girl filmed,0,0,10,50,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,2,2,0,0,SEARCH
9517,Message Linda to pick up the cake at the bakery on Thursday,0,0,12,59,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,1,0,5,0,1,SEND_MESSAGE
9518,what does it feel like in east cove national wildlife refuge,0,0,11,60,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,3,2,0,0,GetWeather
9519,Show texts from Tennis Team thread,0,0,6,34,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,GET_MESSAGE
9520,play some music using slacker,0,0,5,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,2,0,0,PlayMusic
9521,Message Z and ask where he put my sunglasses,0,0,9,44,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,2,0,3,0,1,SEND_MESSAGE
9522,play a ballad from 2000,0,0,5,23,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,0,PlayMusic
9523,when was the first orca put in captivity,0,0,8,40,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,1,2,0,0,SEARCH
9524,i want to hear a 1976 symphony by jam master jay,0,0,11,48,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,0,0,2,0,5,0,0,PlayMusic
9525,who sings i want to be a rockstar,0,0,8,33,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,3,0,2,0,0,SEARCH
9526,Text my sister and ask her where did she put my brush.,0,0,12,54,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,3,0,3,0,0,SEND_MESSAGE
9527,what is the blue part of the us flag called,0,0,10,43,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,0,0,2,1,2,0,0,SEARCH
9528,what is the weather looking like for december the eleventh 2034 in md,0,0,13,69,0,0,0,1,0,0,0,0,1,6,0,0,1,1,0,2,0,0,2,1,3,0,0,GetWeather
9529,who won the election for texas governor 2018,0,0,8,44,0,0,0,0,0,0,0,1,0,4,0,0,1,1,0,0,0,0,1,0,3,0,0,SEARCH
9530,tell mark to meet me at the nearest library in 30 minutes,0,0,12,57,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,1,3,1,1,SEND_MESSAGE
9531,when did the study of media effects begin,0,0,8,41,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,3,0,0,SEARCH
9532,what is the six o clock forecast for west selmont in montserrat,0,0,12,63,0,0,0,1,0,0,0,0,1,6,0,0,2,0,0,1,0,0,1,1,5,0,0,GetWeather
9533,i want to hear that tune from 2010,0,0,8,34,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,2,0,2,0,0,PlayMusic
9534,when was the last time arsenal win premier league,0,0,9,49,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,2,4,0,0,SEARCH
9535,who was the voice actor for darth vader,0,0,8,39,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1,0,4,0,0,SEARCH
9536,can you give me weather details for my current spot,0,0,10,51,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,2,2,0,0,GetWeather
9537,play the seventies album on last fm,0,0,7,35,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,2,1,2,0,0,PlayMusic
9538,how to drive from central america to south america,0,0,9,50,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,2,0,0,SEARCH
9539,play stevan faddy on google music,0,0,6,33,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,5,0,0,PlayMusic
9540,i want to hear music on itunes,0,0,7,30,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,0,0,0,2,0,3,0,0,PlayMusic
9541,play robin hood and the bishop of hereford by jon mayer,0,0,11,55,0,0,0,0,0,0,0,0,0,4,2,0,1,0,1,0,0,0,0,0,7,0,0,PlayMusic
9542,what is the weather forecast for boden,0,0,7,38,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,2,0,0,1,0,3,0,0,GetWeather
9543,Message my Mom that I have left work and will arrive shortly,0,0,12,60,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,3,0,1,SEND_MESSAGE
9544,play some classical music on spotify,0,0,6,36,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,1,1,2,0,0,PlayMusic
9545,who played dwight's brother on the office,0,0,7,41,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
9546,what is the weather close-by my current spot,0,0,8,44,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,2,0,0,1,2,2,0,0,GetWeather
9547,what is the predicted weather for my current spot next month,0,0,11,60,0,0,0,1,0,0,0,0,1,5,0,0,0,1,0,2,0,0,1,3,3,0,0,GetWeather
9548,what is the chilly forecast for mustoe north carolina,0,0,9,53,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,3,2,0,0,GetWeather
9549,please launch chats,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,GET_MESSAGE
9550,Message the library that my book is due tomorrow,0,0,9,48,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,4,0,1,SEND_MESSAGE
9551,who played the mad hatter in the batman tv show,0,0,10,47,1,0,0,0,0,0,0,1,0,4,1,1,0,0,0,0,1,0,1,2,3,0,0,SEARCH
9552,What messages did Mary Scott send today?,0,1,7,40,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,3,0,3,0,1,GET_MESSAGE
9553,tell me the weather forecast for my current spot 1 minute from now,0,0,13,66,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,1,2,4,1,1,GetWeather
9554,I need to message Jenny that my house is about 30 miles from her job so it's going to take me about 45 mintues,0,0,24,110,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,1,6,0,5,1,2,SEND_MESSAGE
9555,who has the power (judicial) to make decisions in courts of law,0,0,12,63,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2,1,4,0,0,SEARCH
9556,Send a message that says that's what I thought to Kelly.,0,0,11,56,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,2,0,1,SEND_MESSAGE
9557,Ask Bella if she needs any gas?,0,1,7,31,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,3,0,0,SEND_MESSAGE
9558,is it snowy in audra state park or within the same area,0,0,12,55,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,3,0,0,2,1,4,0,0,GetWeather
9559,"I'm going tonight to the comedy hour, message my friends",0,0,10,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,5,1,2,SEND_MESSAGE
9560,who is considered as architect of india constitution,0,0,8,52,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,0,2,1,2,0,0,SEARCH
9561,how many times has the saints won the super bowl,0,0,10,48,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,4,0,0,SEARCH
9562,Message Victor and ask where and when dinner is going to be tonight,0,0,13,67,0,1,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,3,4,1,3,1,2,SEND_MESSAGE
9563,is it forecast to be stormy close to nimule-nationalpark 1 hour from now,0,0,13,72,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,3,0,0,3,3,2,0,0,GetWeather
9564,Message Shane asking if he has the rental house keys.,0,0,10,53,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,2,2,1,4,0,1,SEND_MESSAGE
9565,Check my new messages on Skype.,0,0,6,31,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,1,2,0,1,GET_MESSAGE
9566,begin chats,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,GET_MESSAGE
9567,play the last theme by behzad mirkhani,0,0,7,38,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,3,0,0,PlayMusic
9568,Ask the group if I'm included,0,0,6,29,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,2,0,0,SEND_MESSAGE
9569,will it be chilly at 11 am in loup city,0,0,10,39,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,1,0,0,2,1,2,0,0,GetWeather
9570,is it going to be hot in karthaus at 7 am,0,0,11,41,0,0,0,0,0,0,0,0,2,7,0,0,1,0,0,1,0,0,4,1,1,1,1,GetWeather
9571,Send a message to Bob and find out if he's coming tomorrow and what time,0,0,15,72,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,1,2,4,0,4,0,1,SEND_MESSAGE
9572,who sang hard to say i'm sorry,0,0,7,30,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,SEARCH
9573,who were the first non native settlers in the us,0,0,10,48,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,3,1,0,0,SEARCH
9574,Message Daniel that I'll be at TGI Fridays by 5pm.,0,0,10,50,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,1,0,4,0,1,SEND_MESSAGE
9575,please play a song for me from 1959,0,0,8,35,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,2,0,1,0,0,PlayMusic
9576,Let's see who texted me today,0,0,6,29,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,3,0,1,0,1,GET_MESSAGE
9577,i want chats,0,0,3,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,GET_MESSAGE
9578,play the song le renouveau,0,0,5,26,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,3,0,0,PlayMusic
9579,which is the largest great lake in north america,0,0,9,48,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,1,3,2,0,0,SEARCH
9580,i need the weather at eleven am in argentina,0,0,9,44,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,1,0,0,2,1,3,0,0,GetWeather
9581,who is tinker air force base named after,0,0,8,40,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,2,1,3,0,0,SEARCH
9582,who plays jenny lee in the greatest showman,0,0,8,43,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
9583,Tell Irene my ETA is going to be delayed due to road conditions,0,0,13,63,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,0,0,4,1,5,2,2,SEND_MESSAGE
9584,how many jimmy johns are there in the us,0,0,9,40,1,0,0,0,0,0,0,0,1,5,1,0,1,0,0,0,0,0,1,2,2,0,0,SEARCH
9585,Mr. Rivera's messages now,0,0,4,25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,1,GET_MESSAGE
9586,Tell Brad to RSVP yes to J.P.'s bar crawl tomorrow.,0,0,10,51,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,0,6,1,1,SEND_MESSAGE
9587,browse chats now,0,0,3,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,GET_MESSAGE
9588,Show me messages from Andy.,0,0,5,27,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,1,GET_MESSAGE
9589,let robin know that the fundraiser starts today,0,0,8,47,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,2,3,0,3,0,0,SEND_MESSAGE
9590,who is the highest paid baseball player in the major leagues,0,0,11,60,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,1,2,4,0,0,SEARCH
9591,Text Amanda I'm on the way,0,0,6,26,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,0,SEND_MESSAGE
9592,who is the robot in lost in space 2018,0,0,9,38,0,0,0,0,0,0,0,1,1,5,0,0,0,1,0,0,0,0,2,0,2,0,0,SEARCH
9593,MESSAGE TINA I WILL BE HONORED TO THROW HER A BABY SHOWER,0,0,12,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,SEND_MESSAGE
9594,what domain has more individuals than all other domains combined do,0,0,11,67,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,2,3,0,0,SEARCH
9595,which death eater was not present to witness lord voldemort's rebirth,0,0,11,69,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,2,3,4,0,0,SEARCH
9596,play a song by alasdair roberts from 1996,0,0,8,41,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,0,0,0,1,0,3,0,0,PlayMusic
9597,who sang a whiter shade of pale first,0,0,8,37,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
9598,who wrote lyrics for phantom of the opera,0,0,8,41,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
9599,bring up chat requests,0,0,4,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,GET_MESSAGE
9600,Ask mom if she wants to go to the Christmas Sampler in Springfield this Christmas,0,0,15,81,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,1,2,0,6,0,0,SEND_MESSAGE
9601,who are considered to be the founding fathers,0,0,8,45,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,3,1,1,0,0,SEARCH
9602,how s the weather going to be on jul 2 in whiteside,0,0,12,51,1,0,0,0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,3,1,2,1,1,GetWeather
9603,play the most popular chant song by hossein alizadeh from around 2009,0,0,12,69,0,0,0,0,0,0,0,0,0,4,1,0,0,1,2,0,0,0,1,2,4,0,0,PlayMusic
9604,what is the forcast now in kansas,0,0,7,33,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,0,0,1,1,2,0,0,GetWeather
9605,will it be chillier in uruguay in 213 days,0,0,9,42,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,2,0,2,0,0,GetWeather
9606,who played sister margarita in the sound of music,0,0,9,49,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,0,0,0,1,0,4,0,0,SEARCH
9607,what s the weather forecast for mi for august 20th,0,0,10,50,0,0,0,1,0,0,0,0,1,5,0,0,1,1,0,2,0,0,1,1,3,0,0,GetWeather
9608,Message Wayne and ask him what time will he be home.,0,0,11,52,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,2,2,0,4,0,1,SEND_MESSAGE
9609,how many pitchers does a major league team have,0,0,9,47,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,3,0,0,SEARCH
9610,during the first world war against which country germany did not fight,0,0,12,70,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,2,2,4,0,0,SEARCH
9611,who starred in the first star is born movie,0,0,9,43,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,3,1,2,0,0,SEARCH
9612,the only takie film directed by dada saheb phalke,0,0,9,49,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,1,5,0,0,SEARCH
9613,play music by vybz kartel,0,0,5,25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,3,0,0,PlayMusic
9614,Tell my husband to pick up my favorite food from this direction...,0,0,12,66,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,1,3,1,1,SEND_MESSAGE
9615,view chats,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,GET_MESSAGE
9616,when did beds become popular in france and germany,0,0,9,50,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,3,1,2,0,0,SEARCH
9617,what s the weather forecast for arizona city,0,0,8,44,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,1,3,0,0,GetWeather
9618,Message David and tell him it is 2 hours and 5 minutes from his location to mine,0,0,17,80,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,3,0,5,1,2,SEND_MESSAGE
9619,I want to send a video message,0,0,7,30,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,2,0,1,SEND_MESSAGE
9620,where does saying bob's your uncle come from,0,0,8,44,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,4,0,1,0,0,SEARCH
9621,when is beyblade burst super z coming out,0,0,8,41,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,2,1,0,0,SEARCH
9622,can you play a song off an album by shirley horn,0,0,11,48,0,0,0,0,0,0,0,0,0,6,1,0,0,0,3,0,0,0,1,0,4,0,0,PlayMusic
9623,Message receptionist that Bob is on the way into the office,0,0,11,59,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,1,0,5,0,1,SEND_MESSAGE
9624,star wars the clone wars season 3 episode 1,0,0,9,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,4,0,0,SEARCH
9625,Tell Joel we will meet him at the Marcus Theater for the 11:15 show,0,0,14,67,1,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,1,1,1,0,5,1,1,SEND_MESSAGE
9626,did merv send a message last night?,0,1,7,35,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,3,1,2,0,1,GET_MESSAGE
9627,Send a message to Dakota and wish him a happy birthday.,0,0,11,55,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,1,3,0,1,SEND_MESSAGE
9628,is it forecast to be hot in greenland this winter,0,0,10,49,0,0,0,0,0,0,0,0,1,6,0,0,1,1,0,2,0,0,2,1,3,0,0,GetWeather
9629,play turbulence wild streetdanz from jeff buckley,0,0,7,49,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,5,0,0,PlayMusic
9630,when did the wall go up in east germany,0,0,9,39,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,1,2,0,0,SEARCH
9631,what s the weather like in hamilton city,0,0,8,40,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,2,0,0,1,0,3,0,0,GetWeather
9632,Send a message to Coach Nick and ask what time the game is at.,0,0,14,62,0,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,0,2,3,0,5,0,1,SEND_MESSAGE
9633,Send a message to Chris and ask if he knows any good restaurants at my location.,0,0,16,80,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,3,1,4,0,1,SEND_MESSAGE
9634,what will be the weather like close by kackley,0,0,9,46,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,2,0,0,1,1,2,0,0,GetWeather
9635,play the theme tune that christian fennesz wrote,0,0,8,48,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,1,3,0,0,PlayMusic
9636,Communicate with Jacob that the Angel's game starts at 2:00 pm at Angel Stadium.,0,0,14,80,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,1,0,7,0,0,SEND_MESSAGE
9637,play the latest songs by larry gatlin on iheart,0,0,9,47,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,1,2,3,0,0,PlayMusic
9638,play some psychedelic rock,0,0,4,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,PlayMusic
9639,who wrote put your hand in the hand of the man who stilled the water,0,0,15,68,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,3,0,4,0,0,SEARCH
9640,who was the drummer with the travelling wilburys,0,0,8,48,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
9641,when did the ottoman empire declare war on the allies,0,0,10,53,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,5,0,0,SEARCH
9642,Message Daniel and ask if he took the vacuum in for repair,0,0,12,58,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,2,0,4,0,1,SEND_MESSAGE
9643,I need to send a message to Connor letting him know to arrive no later than 7pm to tonight's embassy dinner in Spokane,0,0,23,118,0,0,0,0,0,0,0,0,0,9,1,1,1,0,0,0,0,3,5,1,6,0,1,SEND_MESSAGE
9644,who won the first season of the rap game,0,0,9,40,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,1,1,3,0,0,SEARCH
9645,prior to 1948 north and south vietnam were a part of,0,0,11,52,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,0,1,2,3,0,0,SEARCH
9646,Send Sam a message asking if she is home,0,0,9,40,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,2,0,4,0,1,SEND_MESSAGE
9647,Did Brenda message me last Tuesday?,0,1,6,35,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,3,0,1,GET_MESSAGE
9648,weather for four weeks from now in oregon,0,0,8,41,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,1,0,0,0,1,3,0,0,GetWeather
9649,message bob saying hi,0,0,4,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,SEND_MESSAGE
9650,Message my cousin Jason and ask him if he's gotten the Boston Bruins tickets yet for Saturday,0,0,17,93,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,1,3,1,7,0,1,SEND_MESSAGE
9651,a bond that the issuer has the right to pay off before its maturity date,0,0,15,72,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,5,0,0,SEARCH
9652,play music on my itunes,0,0,5,23,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,3,0,0,PlayMusic
9653,Message Tony and tell him to please pay the electric bill.,0,0,11,58,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,1,3,1,2,SEND_MESSAGE
9654,Please display the messages from Sunday Brunch chat,0,0,8,51,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,1,0,5,0,1,GET_MESSAGE
9655,how many games are in the ncaa football season,0,0,9,46,1,0,0,0,0,0,0,0,1,4,0,1,0,1,0,0,0,0,1,1,4,0,0,SEARCH
9656,last world series that didn't go 7 games,0,0,8,40,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,3,0,0,SEARCH
9657,play hanging in the balance by nik kershaw on zvooq,0,0,10,51,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,1,1,4,0,0,PlayMusic
9658,ask Ralph if he is going to the Pixies concert,0,0,10,46,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,1,2,0,4,1,1,SEND_MESSAGE
9659,who did the us government bailout in 2008,0,0,8,41,0,0,0,0,0,0,0,1,0,4,0,0,1,1,0,0,0,0,1,0,2,0,0,SEARCH
9660,"Now this is what I want you to do Bot, message Kamal and find out if he is visiting Las Vegas soon.",0,0,22,99,0,0,0,1,0,0,0,0,2,11,1,0,1,0,0,0,1,0,7,2,5,0,1,SEND_MESSAGE
9661,who is the biggest selling female group of all time,0,0,10,51,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,1,1,2,2,2,0,0,SEARCH
9662,Let dad know I will be running a few minutes late.,0,0,11,50,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,4,2,2,0,0,SEND_MESSAGE
9663,play any chanson,0,0,3,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,PlayMusic
9664,who plays candace in the haves and the have nots,0,0,10,48,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,2,0,3,0,0,SEARCH
9665,method used by a writer to develop a character,0,0,9,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,3,0,0,SEARCH
9666,will it be hotter netherlands antilles flats on april the 27th,0,0,11,62,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,1,2,0,0,GetWeather
9667,what type of government did the ming dynasty have,0,0,9,49,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,4,0,0,SEARCH
9668,who did virginia cavaliers lose to in basketball this year,0,0,10,58,0,0,0,0,0,0,0,1,0,5,0,1,0,1,0,0,0,0,2,0,4,0,0,SEARCH
9669,who want to be a millionaire calls his dad,0,0,9,42,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,3,0,2,0,0,SEARCH
9670,play one way ticket by ray kennedy,0,0,7,34,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,4,0,0,PlayMusic
9671,who has won more national championships michigan or ohio state,0,0,10,62,0,0,0,0,0,0,0,1,0,5,0,0,2,0,0,2,0,0,4,2,2,0,0,SEARCH
9672,characterization of the play she stoops to conquer,0,0,8,50,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,2,0,2,0,0,SEARCH
9673,who played emma in h2o just add water,0,0,8,37,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,2,1,3,0,0,SEARCH
9674,Send it to Jason,0,0,4,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,SEND_MESSAGE
9675,"Dan, Joe's party will start at 10pm.",0,0,7,36,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,3,0,0,SEND_MESSAGE
9676,play vivian stanshall from 1962,0,0,5,31,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,2,0,0,PlayMusic
9677,play a melody from leigh nash using lastfm,0,0,8,42,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,2,1,3,0,0,PlayMusic
9678,please play kabhi jo baadal barse by ruth lorenzo,0,0,9,49,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,5,0,0,PlayMusic
9679,what is the weather forecast for yoakum sc,0,0,8,42,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,0,4,0,0,GetWeather
9680,who hasn't won a premiership in afl,0,0,7,35,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,1,2,0,0,SEARCH
9681,who plays the eldest daughter in the sound of music,0,0,10,51,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,1,1,3,0,0,SEARCH
9682,what is the weather in gem,0,0,6,26,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,0,2,0,0,GetWeather
